SID,Familiarity,Trial,Repetition,AscLoc,ScrResp,Corr,RT,Confident,ImgName
17,2,15,1,2,2,1,1849.12,4,unfamfemale05.jpg
17,2,16,2,3,3,1,1962.5,4,unfamfemale08.jpg
17,2,17,1,1,1,1,1534.62,2,unfamfemale39.jpg
17,2,18,2,2,2,1,2882.47,3,unfamfemale32.jpg
17,2,19,2,1,1,1,2881.67,4,unfammale39.jpg
17,2,20,2,3,3,1,2134.07,3,unfammale19.jpg
17,2,21,1,3,1,0,1767.63,3,unfammale12.jpg
17,2,22,1,4,3,0,4662.53,3,unfamfemale15.jpg
17,2,23,2,3,4,0,2174.62,2,unfammale25.jpg
17,2,24,1,3,3,1,1394.81,4,capture020 copy.jpg
17,2,25,2,4,1,0,1630.6,2,unfamfemale40.jpg
17,2,26,2,2,1,0,1831.86,2,unfammale23.jpg
17,2,27,1,4,4,1,3225.43,3,unfammale16.jpg
17,2,28,2,4,1,0,2333.8,4,unfammale38.jpg
17,2,29,1,1,3,0,1844.91,3,capture013 copy.jpg
17,2,30,1,4,2,0,3062.22,4,capture002 copy.jpg
17,2,31,1,3,1,0,2325.51,3,unfammale28.jpg
17,2,32,1,2,3,0,1654.84,2,unfammale09.jpg
17,2,33,2,4,4,1,1890.98,4,unfammale21.jpg
17,2,34,1,3,3,1,2969.79,3,unfamfemale26.jpg
17,2,35,2,3,1,0,1742.38,2,unfamfemale17.jpg
17,2,36,1,1,3,0,2791.71,3,unfamfemale06.jpg
17,2,37,2,1,3,0,2542.87,3,capture015 copy.jpg
17,2,38,1,3,3,1,1272.22,4,capture017 copy.jpg
17,2,39,2,4,1,0,2644.17,3,unfammale18.jpg
17,2,40,2,2,3,0,1608.56,2,unfamfemale37.jpg
17,2,41,1,2,4,0,4351.26,1,unfammale35.jpg
17,2,42,2,4,3,0,1470.76,1,capture005 copy.jpg
17,2,43,2,1,3,0,2194.84,1,unfamfemale21.jpg
17,2,44,1,1,1,1,2689.67,4,unfammale33.jpg
17,2,45,2,3,2,0,2488.65,3,unfammale05.jpg
17,2,46,2,1,4,0,2559.59,2,unfammale14.jpg
17,2,47,1,2,4,0,2929.37,3,capture011 copy.jpg
17,2,48,1,3,3,1,1736.32,4,capture001 copy.jpg
18,2,1,2,4,4,1,62523.31,2,unfammale08.jpg
18,2,2,2,2,1,0,4976.95,1,unfamfemale38.jpg
18,2,3,2,4,3,0,5134.6,2,unfamfemale20.jpg
18,2,4,2,1,1,1,7002.03,3,unfammale21.jpg
18,2,5,2,1,2,0,6931.06,1,unfamfemale24.jpg
18,2,6,2,2,3,0,3721.58,1,unfammale23.jpg
18,2,7,1,1,1,1,7663.42,3,unfammale33.jpg
18,2,8,1,4,3,0,5350.33,3,unfamfemale01.jpg
18,2,9,2,4,4,1,4518.98,1,capture017 copy.jpg
18,2,10,1,2,1,0,4548.25,2,capture003 copy.jpg
18,2,11,1,1,2,0,4308.17,3,unfamfemale08.jpg
18,2,12,1,1,3,0,2585.31,3,unfammale09.jpg
18,2,13,2,4,3,0,3965.71,3,unfammale38.jpg
18,2,14,1,2,3,0,1826.69,2,capture020 copy.jpg
18,2,15,2,3,3,1,2212.17,2,unfammale39.jpg
18,2,16,2,1,3,0,1568.7,2,unfammale02.jpg
18,2,17,1,3,2,0,3946.37,3,unfamfemale37.jpg
18,2,18,2,1,4,0,2725.66,1,capture001 copy.jpg
18,2,19,1,3,2,0,14799.92,3,unfammale28.jpg
18,2,20,1,1,2,0,6847.25,3,unfamfemale32.jpg
18,2,21,1,1,3,0,2450.67,2,capture013 copy.jpg
18,2,22,1,4,2,0,6079.31,2,unfammale12.jpg
18,2,23,2,3,1,0,2056.36,1,capture010 copy.jpg
18,2,24,1,3,3,1,4215.54,3,unfammale16.jpg
18,2,25,2,4,2,0,1951.72,2,unfammale14.jpg
18,2,26,2,3,2,0,1862.57,2,unfamfemale26.jpg
18,2,27,1,3,2,0,1389.21,3,capture011 copy.jpg
18,2,28,2,3,4,0,1854.64,2,unfamfemale39.jpg
18,2,29,2,1,3,0,2106.85,2,unfammale18.jpg
18,2,30,1,4,4,1,5332.45,2,unfamfemale40.jpg
18,2,31,1,3,2,0,1298.15,3,unfamfemale17.jpg
18,2,32,1,2,2,1,1352.59,3,unfamfemale04.jpg
18,2,33,1,4,3,0,3139.28,2,unfammale35.jpg
18,2,34,1,2,4,0,2752.08,2,capture005 copy.jpg
18,2,35,1,2,2,1,3993.77,2,capture012 copy.jpg
18,2,36,1,4,2,0,10399.22,2,unfamfemale21.jpg
18,2,37,2,2,4,0,1001.68,2,unfammale19.jpg
18,2,38,2,2,1,0,3618.7,2,capture002 copy.jpg
18,2,39,2,3,3,1,2660.93,2,unfamfemale03.jpg
18,2,40,1,1,2,0,2198.46,3,capture015 copy.jpg
18,2,41,1,2,2,1,885.57,3,unfamfemale10.jpg
18,2,42,2,2,2,1,1227.9,3,unfamfemale05.jpg
18,2,43,1,3,2,0,6647.72,2,capture021 copy.jpg
18,2,44,2,1,3,0,2997.76,2,unfamfemale06.jpg
18,2,45,1,4,4,1,2079.76,2,capture016 copy.jpg
18,2,46,2,4,3,0,13182.88,2,unfamfemale15.jpg
18,2,47,2,3,1,0,2034.58,2,unfammale05.jpg
18,2,48,2,2,4,0,1574.74,2,unfammale25.jpg
19,2,1,1,4,4,1,2107.7,3,unfamfemale37.jpg
19,2,2,1,2,2,1,2610.75,4,unfammale08.jpg
19,2,3,2,1,1,1,2828.67,4,unfamfemale05.jpg
19,2,4,1,1,2,0,5388.68,1,unfammale05.jpg
19,2,5,1,3,2,0,4620.98,1,unfamfemale17.jpg
19,2,6,2,3,4,0,3589.52,2,capture001 copy.jpg
19,2,7,1,4,4,1,1933.5,4,unfamfemale08.jpg
19,2,8,1,4,4,1,2271.11,3,unfammale14.jpg
19,2,9,1,2,2,1,3952.82,2,unfammale18.jpg
19,2,10,2,1,3,0,4555.17,1,capture013 copy.jpg
19,2,11,1,2,2,1,2269.77,2,capture010 copy.jpg
19,2,12,2,2,2,1,2029.98,4,unfamfemale24.jpg
19,2,13,2,1,1,1,4511.43,1,unfammale28.jpg
19,2,14,1,2,1,0,1391.3,2,capture015 copy.jpg
19,2,15,2,2,3,0,5696.55,1,unfammale35.jpg
19,2,16,2,2,3,0,1440.93,1,capture012 copy.jpg
19,2,17,1,2,2,1,1423.4,4,unfamfemale10.jpg
19,2,18,1,1,1,1,2003.45,3,unfammale21.jpg
19,2,19,1,3,1,0,1946.08,3,unfamfemale01.jpg
19,2,20,2,4,4,1,1987.65,4,capture016 copy.jpg
19,2,21,1,3,1,0,6357.12,1,unfamfemale04.jpg
19,2,22,2,2,2,1,2109.74,4,capture020 copy.jpg
19,2,23,1,1,1,1,1199.55,4,capture005 copy.jpg
19,2,24,1,4,4,1,2702.19,3,unfammale38.jpg
19,2,25,2,2,3,0,3906.88,1,unfamfemale39.jpg
19,2,26,2,4,3,0,1434.35,2,unfamfemale15.jpg
19,2,27,2,3,3,1,4721,3,unfamfemale20.jpg
19,2,28,1,1,1,1,1622.74,4,capture021 copy.jpg
19,2,29,2,3,1,0,12200.16,1,capture011 copy.jpg
19,2,30,1,4,1,0,10317.92,1,unfamfemale40.jpg
19,2,31,1,2,1,0,1776.14,3,unfamfemale32.jpg
19,2,32,2,3,3,1,3673.55,1,unfammale09.jpg
19,2,33,2,1,2,0,11433.75,1,capture002 copy.jpg
19,2,34,2,1,1,1,3777.73,2,unfamfemale03.jpg
19,2,35,2,4,3,0,4004.17,1,unfamfemale38.jpg
19,2,36,1,3,3,1,1916.08,4,unfammale23.jpg
19,2,37,1,1,4,0,2904.17,2,unfammale39.jpg
19,2,38,2,1,1,1,4991.42,1,unfammale16.jpg
19,2,39,1,3,1,0,6266.21,1,unfammale25.jpg
19,2,40,2,4,3,0,12250.7,1,unfammale33.jpg
19,2,41,2,4,3,0,8656.53,1,capture003 copy.jpg
19,2,42,1,4,4,1,5687.3,2,unfammale19.jpg
19,2,43,2,3,1,0,10053.12,1,unfammale12.jpg
19,2,44,1,1,1,1,3564.31,2,unfamfemale21.jpg
19,2,45,2,2,1,0,3801.12,3,capture017 copy.jpg
19,2,46,1,3,3,1,2347.08,4,unfammale02.jpg
19,2,47,2,4,2,0,4943.97,3,unfamfemale26.jpg
19,2,48,2,3,4,0,8128.23,2,unfamfemale06.jpg
20,2,1,2,1,2,0,9591.46,2,unfammale39.jpg
20,2,2,2,2,2,1,2831.57,4,unfammale23.jpg
20,2,3,1,1,1,1,3452.98,3,unfammale28.jpg
20,2,4,2,3,4,0,2116.55,4,unfamfemale37.jpg
20,2,5,2,2,2,1,845.93,4,unfamfemale08.jpg
20,2,6,1,3,3,1,6839.14,2,unfamfemale05.jpg
20,2,7,2,3,3,1,3128.65,1,unfammale02.jpg
20,2,8,2,4,4,1,751.99,4,unfammale08.jpg
20,2,9,2,4,4,1,1760.96,3,unfamfemale32.jpg
20,2,10,1,2,2,1,1698.04,3,unfamfemale06.jpg
20,2,11,2,2,4,0,1678.41,3,capture015 copy.jpg
20,2,12,2,3,3,1,1466.33,4,unfamfemale10.jpg
20,2,13,2,1,3,0,1819.59,3,unfammale18.jpg
20,2,14,1,4,2,0,1426.52,2,capture002 copy.jpg
20,2,15,2,4,3,0,2478.67,1,unfamfemale17.jpg
20,2,16,1,3,1,0,4424.33,2,capture001 copy.jpg
20,2,17,1,4,3,0,3979.01,2,unfamfemale24.jpg
20,2,18,1,4,2,0,2389.59,2,unfammale16.jpg
20,2,19,2,1,1,1,1631.33,3,unfamfemale01.jpg
20,2,20,2,1,2,0,5723.3,2,unfammale05.jpg
20,2,21,2,1,1,1,7833.21,2,unfamfemale40.jpg
20,2,22,1,2,1,0,2994.66,2,capture003 copy.jpg
20,2,23,2,2,2,1,1399.47,3,capture010 copy.jpg
20,2,24,1,2,2,1,1048.71,3,unfamfemale03.jpg
20,2,25,1,1,2,0,2292.23,2,unfamfemale20.jpg
20,2,26,1,1,1,1,1049.43,3,capture012 copy.jpg
20,2,27,2,4,4,1,1511.9,3,unfammale25.jpg
20,2,28,1,1,2,0,5243.97,2,unfamfemale26.jpg
20,2,29,1,2,1,0,3681.51,2,unfammale09.jpg
20,2,30,1,3,3,1,1033.27,3,unfammale12.jpg
20,2,31,2,1,4,0,4005.01,2,unfamfemale21.jpg
20,2,32,2,4,4,1,2562.16,2,unfamfemale04.jpg
20,2,33,2,2,2,1,3174.69,2,unfammale21.jpg
20,2,34,2,3,1,0,1037.89,1,unfammale14.jpg
20,2,35,1,4,3,0,8015.88,2,capture013 copy.jpg
20,2,36,1,3,3,1,966.62,3,capture011 copy.jpg
20,2,37,1,1,1,1,4194.35,2,unfammale33.jpg
20,2,38,1,1,2,0,4908.65,2,capture017 copy.jpg
20,2,39,1,3,2,0,30214.11,2,unfamfemale39.jpg
20,2,40,1,3,3,1,953.22,2,capture020 copy.jpg
20,2,41,1,2,3,0,1738.22,3,unfamfemale15.jpg
20,2,42,2,3,3,1,3782.28,2,capture005 copy.jpg
20,2,43,2,2,2,1,6448.53,1,capture021 copy.jpg
20,2,44,1,2,3,0,897.25,2,unfammale35.jpg
20,2,45,2,3,3,1,772.89,4,unfammale19.jpg
20,2,46,1,4,2,0,3134.01,2,unfamfemale38.jpg
20,2,47,2,4,1,0,919.97,1,unfammale38.jpg
20,2,48,1,4,3,0,2641.05,2,capture016 copy.jpg
21,2,1,2,1,3,0,9704.34,2,unfamfemale10.jpg
21,2,2,1,2,4,0,4215.43,3,unfammale14.jpg
21,2,3,1,2,4,0,1180.52,3,unfamfemale15.jpg
21,2,4,2,3,1,0,1184.15,1,unfammale09.jpg
21,2,5,1,4,3,0,2545.07,3,capture017 copy.jpg
21,2,6,1,3,1,0,3301.24,2,unfammale18.jpg
21,2,7,2,1,4,0,3247.04,2,unfammale16.jpg
21,2,8,1,1,2,0,1859.53,4,unfamfemale06.jpg
21,2,9,2,2,4,0,2428.74,1,unfamfemale32.jpg
21,2,10,2,3,4,0,1577.13,1,capture021 copy.jpg
21,2,11,1,3,4,0,1300.96,3,unfamfemale24.jpg
21,2,12,1,2,2,1,3304.7,3,unfammale08.jpg
21,2,13,2,2,4,0,1106.65,1,unfamfemale08.jpg
21,2,14,1,1,1,1,5614.38,3,unfamfemale03.jpg
21,2,15,2,2,3,0,2534.78,3,capture012 copy.jpg
21,2,16,2,4,3,0,2584.35,3,capture013 copy.jpg
21,2,17,1,1,4,0,1412.51,4,unfamfemale38.jpg
21,2,18,2,1,2,0,1373.96,3,capture016 copy.jpg
21,2,19,2,2,1,0,6252.42,3,unfammale35.jpg
21,2,20,2,4,4,1,1159.39,3,unfamfemale40.jpg
21,2,21,2,2,2,1,2277.58,2,unfamfemale17.jpg
21,2,22,1,3,1,0,2244.33,3,unfammale02.jpg
21,2,23,2,4,4,1,1547.29,3,unfamfemale37.jpg
21,2,24,1,4,4,1,831.07,4,unfamfemale05.jpg
21,2,25,1,1,1,1,1639.9,4,unfammale21.jpg
21,2,26,1,4,2,0,3011.73,3,unfammale23.jpg
21,2,27,2,4,2,0,1256.13,3,capture005 copy.jpg
21,2,28,1,3,2,0,1051.7,3,capture001 copy.jpg
21,2,29,1,4,4,1,1186.06,3,unfamfemale20.jpg
21,2,30,2,4,4,1,1971.07,2,unfammale33.jpg
21,2,31,1,4,2,0,1207.02,4,unfammale19.jpg
21,2,32,1,1,3,0,3693.49,3,unfammale25.jpg
21,2,33,2,4,4,1,2791.71,4,capture020 copy.jpg
21,2,34,2,1,4,0,1035.95,3,capture015 copy.jpg
21,2,35,1,2,2,1,1292.87,3,unfamfemale26.jpg
21,2,36,1,3,2,0,827.17,2,unfamfemale39.jpg
21,2,37,1,2,1,0,1078.67,3,unfammale39.jpg
21,2,38,2,3,4,0,1490.34,1,unfamfemale01.jpg
21,2,39,2,3,2,0,984.67,3,unfamfemale21.jpg
21,2,40,2,2,2,1,873.54,2,unfammale12.jpg
21,2,41,1,2,4,0,1015.67,4,capture002 copy.jpg
21,2,42,1,4,1,0,1859.23,3,unfammale38.jpg
21,2,43,2,3,3,1,1799.1,3,unfammale28.jpg
21,2,44,1,1,2,0,909.54,2,capture010 copy.jpg
21,2,45,2,1,2,0,846.41,3,capture011 copy.jpg
21,2,46,2,1,2,0,756.59,3,unfamfemale04.jpg
21,2,47,2,3,2,0,922.74,2,capture003 copy.jpg
21,2,48,1,3,1,0,1336.9,4,unfammale05.jpg
22,2,1,1,1,1,1,7860.95,2,unfamfemale21.jpg
22,2,2,2,3,1,0,6467.59,1,unfammale25.jpg
22,2,3,1,2,2,1,4540.39,3,unfamfemale40.jpg
22,2,4,1,1,2,0,1183.57,3,unfammale35.jpg
22,2,5,2,2,2,1,3302.21,1,unfammale05.jpg
22,2,6,2,1,1,1,2728.12,4,unfamfemale03.jpg
22,2,7,2,2,3,0,3759.26,3,unfamfemale06.jpg
22,2,8,1,4,4,1,3383.04,4,capture012 copy.jpg
22,2,9,1,4,4,1,2283.79,4,unfamfemale17.jpg
22,2,10,2,2,1,0,2056.03,2,unfammale39.jpg
22,2,11,2,2,1,0,2876.37,1,unfammale23.jpg
22,2,12,1,4,2,0,2947.38,2,capture005 copy.jpg
22,2,13,2,3,3,1,3944.19,1,unfammale18.jpg
22,2,14,1,1,3,0,5103.7,2,unfammale12.jpg
22,2,15,2,4,4,1,2837.17,4,unfammale19.jpg
22,2,16,1,1,1,1,2431.11,2,capture015 copy.jpg
22,2,17,1,3,1,0,3496.91,4,unfamfemale04.jpg
22,2,18,2,3,1,0,2584.39,2,unfammale02.jpg
22,2,19,2,4,3,0,1700.75,2,unfammale21.jpg
22,2,20,1,2,2,1,4257.25,3,capture003 copy.jpg
22,2,21,1,2,2,1,2990.42,2,unfammale09.jpg
22,2,22,2,3,4,0,6126.04,1,unfamfemale26.jpg
22,2,23,1,1,1,1,1923.71,4,capture021 copy.jpg
22,2,24,2,3,2,0,2165.12,1,capture002 copy.jpg
22,2,25,2,4,4,1,2511.94,4,unfamfemale15.jpg
22,2,26,2,1,3,0,4276.44,1,unfammale08.jpg
22,2,27,1,3,3,1,1726.86,4,capture013 copy.jpg
22,2,28,1,2,2,1,1456.12,4,capture011 copy.jpg
22,2,29,1,3,3,1,1390.59,4,unfamfemale10.jpg
22,2,30,1,4,2,0,2471.74,2,unfammale28.jpg
22,2,31,2,2,2,1,1580.23,4,unfamfemale38.jpg
22,2,32,2,1,1,1,826.91,4,unfamfemale05.jpg
22,2,33,2,3,2,0,1795.86,2,unfamfemale39.jpg
22,2,34,1,4,2,0,1002.91,2,unfammale33.jpg
22,2,35,2,1,1,1,3804.16,2,capture001 copy.jpg
22,2,36,2,2,1,0,1502.39,2,capture017 copy.jpg
22,2,37,1,3,3,1,2463.54,2,unfamfemale32.jpg
22,2,38,2,1,3,0,1982.37,1,unfammale38.jpg
22,2,39,1,2,2,1,1815.78,2,unfamfemale37.jpg
22,2,40,2,4,4,1,3508.25,1,unfamfemale24.jpg
22,2,41,1,3,2,0,1782.21,2,unfammale16.jpg
22,2,42,1,4,2,0,2442.53,4,unfamfemale01.jpg
22,2,43,1,1,2,0,782.66,4,capture020 copy.jpg
22,2,44,2,4,1,0,3695.52,1,capture010 copy.jpg
22,2,45,2,4,1,0,3305.59,1,unfamfemale20.jpg
22,2,46,2,1,1,1,1739.34,4,unfammale14.jpg
22,2,47,1,2,2,1,1271.45,4,unfamfemale08.jpg
22,2,48,1,3,3,1,2704.58,4,capture016 copy.jpg
23,2,1,1,1,3,0,9503.71,1,unfamfemale04.jpg
23,2,2,1,2,2,1,1559.69,4,unfammale21.jpg
23,2,3,2,3,3,1,1806.58,1,unfamfemale39.jpg
23,2,4,1,3,4,0,1109.31,4,unfammale19.jpg
23,2,5,2,2,3,0,1582.5,2,unfamfemale24.jpg
23,2,6,1,2,2,1,1136.01,4,unfammale05.jpg
23,2,7,2,3,4,0,1164.09,4,unfamfemale06.jpg
23,2,8,2,4,1,0,1474.36,1,unfammale28.jpg
23,2,9,2,1,1,1,1321.05,3,capture017 copy.jpg
23,2,10,2,4,3,0,1826.49,1,capture012 copy.jpg
23,2,11,1,2,2,1,1057.3,4,unfamfemale37.jpg
23,2,12,2,4,1,0,1586.47,1,unfammale16.jpg
23,2,13,2,2,1,0,825.24,1,capture011 copy.jpg
23,2,14,1,2,2,1,1234.12,4,unfamfemale32.jpg
23,2,15,1,3,3,1,1029.98,4,capture021 copy.jpg
23,2,16,1,4,4,1,833.67,4,unfamfemale40.jpg
23,2,17,2,2,2,1,831.99,4,capture003 copy.jpg
23,2,18,1,4,2,0,1008.86,4,capture010 copy.jpg
23,2,19,2,4,1,0,1033.8,2,capture001 copy.jpg
23,2,20,1,3,2,0,1917.79,2,capture005 copy.jpg
23,2,21,2,3,3,1,865.87,1,unfammale35.jpg
23,2,22,1,4,4,1,1312.1,4,unfamfemale10.jpg
23,2,23,1,1,2,0,817.19,4,unfammale39.jpg
23,2,24,2,1,2,0,762.17,4,unfamfemale38.jpg
23,2,25,1,3,1,0,1069.52,2,unfamfemale01.jpg
23,2,26,2,1,3,0,988.08,1,capture013 copy.jpg
23,2,27,2,2,2,1,1092.92,1,capture016 copy.jpg
23,2,28,1,1,2,0,1000.6,1,capture015 copy.jpg
23,2,29,2,4,4,1,774.95,4,capture002 copy.jpg
23,2,30,2,4,2,0,746.47,2,unfamfemale26.jpg
23,2,31,1,3,3,1,758.01,3,unfammale18.jpg
23,2,32,2,3,3,1,964.02,2,unfamfemale03.jpg
23,2,33,2,3,3,1,1066.47,1,unfammale12.jpg
23,2,34,2,1,3,0,984.89,1,unfammale33.jpg
23,2,35,2,1,1,1,1481.63,4,capture020 copy.jpg
23,2,36,1,2,2,1,1005.78,4,unfammale14.jpg
23,2,37,1,3,3,1,870.68,4,unfammale23.jpg
23,2,38,2,2,2,1,1076.94,4,unfamfemale05.jpg
23,2,39,1,4,4,1,856.61,4,unfamfemale08.jpg
23,2,40,2,3,2,0,750.9,1,unfammale09.jpg
23,2,41,1,1,2,0,719.78,4,unfamfemale17.jpg
23,2,42,1,2,2,1,750.04,4,unfamfemale21.jpg
23,2,43,1,1,1,1,1041.49,4,unfammale38.jpg
23,2,44,2,2,3,0,839.88,4,unfamfemale15.jpg
23,2,45,1,4,2,0,681.12,4,unfammale25.jpg
23,2,46,1,1,3,0,929.99,2,unfammale08.jpg
23,2,47,2,1,3,0,1195,1,unfamfemale20.jpg
23,2,48,1,4,4,1,950.55,4,unfammale02.jpg
24,2,1,1,3,3,1,5063.48,2,capture016 copy.jpg
24,2,2,1,1,1,1,4077.62,4,capture002 copy.jpg
24,2,3,2,1,2,0,3623.11,3,unfamfemale32.jpg
24,2,4,2,1,4,0,4206.44,1,unfammale18.jpg
24,2,5,2,3,3,1,2593.89,4,unfamfemale21.jpg
24,2,6,2,4,4,1,2471.61,4,unfammale23.jpg
24,2,7,2,3,3,1,4595.95,1,unfammale25.jpg
24,2,8,2,4,2,0,1829.82,4,unfamfemale01.jpg
24,2,9,1,3,3,1,1593.51,4,unfamfemale05.jpg
24,2,10,2,2,4,0,3076.49,2,capture010 copy.jpg
24,2,11,1,2,1,0,1922.57,2,unfamfemale24.jpg
24,2,12,1,2,2,1,1677.82,4,unfamfemale39.jpg
24,2,13,1,4,2,0,3675.64,3,unfammale28.jpg
24,2,14,1,1,1,1,1564.52,4,capture003 copy.jpg
24,2,15,2,3,3,1,1518.89,4,unfammale08.jpg
24,2,16,2,2,1,0,2325.46,3,unfammale39.jpg
24,2,17,2,2,3,0,5437.61,2,capture021 copy.jpg
24,2,18,2,4,4,1,1590,4,unfammale05.jpg
24,2,19,1,2,3,0,5930.67,2,unfammale35.jpg
24,2,20,1,1,1,1,5849.79,2,unfamfemale15.jpg
24,2,21,1,4,2,0,2749.21,3,unfammale12.jpg
24,2,22,1,2,2,1,4953.51,2,capture011 copy.jpg
24,2,23,1,3,3,1,2516.39,3,unfamfemale06.jpg
24,2,24,2,1,1,1,4188.89,1,unfamfemale17.jpg
24,2,25,1,1,1,1,1858.05,3,capture017 copy.jpg
24,2,26,1,4,4,1,3531.02,1,unfamfemale38.jpg
24,2,27,2,4,4,1,2979.98,1,unfammale14.jpg
24,2,28,1,4,4,1,1314.08,4,capture020 copy.jpg
24,2,29,2,4,1,0,3535.77,2,capture005 copy.jpg
24,2,30,2,3,3,1,4329.7,1,unfammale21.jpg
24,2,31,1,3,2,0,1193.66,3,capture013 copy.jpg
24,2,32,2,4,4,1,1971.13,4,unfamfemale40.jpg
24,2,33,2,2,1,0,5051.48,2,unfamfemale10.jpg
24,2,34,2,2,2,1,2264.7,4,capture015 copy.jpg
24,2,35,1,4,1,0,3173.55,4,unfamfemale20.jpg
24,2,36,1,4,2,0,6990.26,1,unfamfemale03.jpg
24,2,37,2,2,2,1,1810.84,4,unfammale02.jpg
24,2,38,2,1,3,0,3765.26,1,unfammale38.jpg
24,2,39,1,2,2,1,1169.88,4,capture001 copy.jpg
24,2,40,1,2,1,0,4568.85,2,unfammale33.jpg
24,2,41,2,3,1,0,2811.83,3,unfamfemale04.jpg
24,2,42,1,1,3,0,2620.33,3,unfammale09.jpg
24,2,43,2,1,1,1,5530.08,3,unfamfemale37.jpg
24,2,44,2,1,4,0,3068.89,3,unfammale19.jpg
24,2,45,1,3,3,1,2358.74,4,unfammale16.jpg
24,2,46,1,1,1,1,1889.62,3,capture012 copy.jpg
24,2,47,2,3,3,1,3146.15,4,unfamfemale08.jpg
24,2,48,1,3,3,1,1201.13,4,unfamfemale26.jpg