SID,RepTime,Trial,Resp,Corr,RT,ImgName
8,8,1,1,1,586.06,nonwin2_5.png
8,8,2,1,1,498.79,nonwex2_4.png
8,8,3,1,1,571.53,nonwex2_3.png
8,8,4,1,1,596.26,nonwex2_2.png
8,8,5,1,1,668.95,nonwin9.png
8,8,6,1,1,669.72,nonwex12.png
8,8,7,1,1,726.44,nonwin10.png
8,8,8,2,1,679.13,nonwin2_12.png
8,8,9,1,1,815.9,nonwin4.png
8,8,10,1,1,928.61,nonwex9.png
8,8,11,2,1,897.33,nonwex2_10.png
8,8,12,1,1,634.05,nonwin2_3.png
8,8,13,1,1,570.8,nonwex10.png
8,8,14,2,1,651.55,nonwex7.png
8,8,15,2,1,692.3,nonwin2_10.png
8,8,16,2,1,831.65,nonwin11.png
8,8,17,2,1,856.43,nonwin2_6.png
8,8,18,2,1,641.15,nonwex2_12.png
8,8,19,2,1,649.9,nonwin5.png
8,8,20,1,1,658.59,nonwin3.png
8,8,21,2,1,619.34,nonwex1.png
8,8,22,2,1,652.05,nonwex2_1.png
8,8,23,2,1,740.82,nonwin2_9.png
8,8,24,2,1,701.51,nonwex5.png
9,1,1,2,1,757.98,nonwin2_1.png
9,1,2,2,1,729.55,nonwin2_7.png
9,1,3,2,1,765.76,nonwin2.png
9,1,4,2,1,705.99,nonwin2_8.png
9,1,5,2,1,774.28,nonwin7.png
9,1,6,2,1,834.44,nonwex2_8.png
9,1,7,1,1,758.69,nonwin2_4.png
9,1,8,2,1,786.9,nonwin2_11.png
9,1,9,2,1,847.19,nonwex6.png
9,1,10,2,1,915.43,nonwex4.png
9,1,11,1,1,991.68,nonwex3.png
9,1,12,2,1,851.89,nonwex8.png
9,1,13,1,1,856.12,nonwex2_9.png
9,1,14,2,1,844.33,nonwex2_5.png
9,1,15,1,1,952.58,nonwin12.png
9,1,16,2,1,804.81,nonwex2.png
9,1,17,2,1,897.02,nonwin2_2.png
9,1,18,2,1,1013.25,nonwex2_11.png
9,1,19,2,1,785.44,nonwin1.png
9,1,20,1,1,957.66,nonwex2_7.png
9,1,21,1,1,617.95,nonwin8.png
9,1,22,2,1,694.18,nonwex2_6.png
9,1,23,1,1,834.42,nonwin6.png
9,1,24,1,1,782.61,nonwex11.png
9,2,1,1,1,746.88,nonwin8.png
9,2,2,2,1,847.11,nonwin12.png
9,2,3,2,1,739.29,nonwin7.png
9,2,4,1,1,711.58,nonwin2_4.png
9,2,5,2,1,867.8,nonwin2_8.png
9,2,6,2,1,792.04,nonwex4.png
9,2,7,2,1,740.21,nonwin2_7.png
9,2,8,1,1,808.43,nonwex2_9.png
9,2,9,2,1,740.73,nonwex2_5.png
9,2,10,2,1,664.95,nonwex2.png
9,2,11,2,1,757.14,nonwin2.png
9,2,12,2,1,697.4,nonwin2_2.png
9,2,13,2,1,701.65,nonwex11.png
9,2,14,2,1,633.87,nonwex2_8.png
9,2,15,2,1,718.06,nonwin2_11.png
9,2,16,2,1,706.34,nonwex6.png
9,2,17,2,1,654.57,nonwex8.png
9,2,18,1,1,650.77,nonwex2_6.png
9,2,19,1,1,703,nonwin6.png
9,2,20,2,1,811.24,nonwin1.png
9,2,21,1,1,783.45,nonwex2_7.png
9,2,22,2,1,819.7,nonwex3.png
9,2,23,2,1,751.9,nonwin2_1.png
9,2,24,2,1,724.18,nonwex2_11.png
9,3,1,2,1,698.66,nonwin2_1.png
9,3,2,2,1,662.87,nonwin2.png
9,3,3,1,1,787.07,nonwin2_7.png
9,3,4,2,1,935.32,nonwin12.png
9,3,5,1,1,603.5,nonwin8.png
9,3,6,2,1,703.77,nonwin2_11.png
9,3,7,1,1,676.02,nonwex11.png
9,3,8,2,1,560.19,nonwex2_8.png
9,3,9,1,1,740.49,nonwex2_9.png
9,3,10,2,1,608.67,nonwin2_2.png
9,3,11,2,1,836.93,nonwex2_11.png
9,3,12,2,1,649.17,nonwex8.png
9,3,13,1,1,581.35,nonwin6.png
9,3,14,1,1,625.63,nonwex4.png
9,3,15,2,1,621.86,nonwex2_5.png
9,3,16,1,1,730.05,nonwex2_7.png
9,3,17,1,1,702.28,nonwex2_6.png
9,3,18,2,1,666.55,nonwex2.png
9,3,19,2,1,590.79,nonwex3.png
9,3,20,2,1,522.98,nonwin7.png
9,3,21,2,1,559.2,nonwin1.png
9,3,22,2,1,611.45,nonwex6.png
9,3,23,2,1,591.67,nonwin2_8.png
9,3,24,1,1,611.88,nonwin2_4.png
9,4,1,2,1,579.59,nonwex2.png
9,4,2,1,1,463.84,nonwex6.png
9,4,3,1,1,516.03,nonwex11.png
9,4,4,2,1,432.23,nonwex2_8.png
9,4,5,2,1,356.49,nonwin2_4.png
9,4,6,1,1,448.76,nonwin2_11.png
9,4,7,2,1,412.99,nonwex4.png
9,4,8,2,1,441.22,nonwex2_11.png
9,4,9,2,1,365.43,nonwin2_1.png
9,4,10,2,1,521.68,nonwin2.png
9,4,11,2,1,453.86,nonwex2_5.png
9,4,12,2,1,618.14,nonwin6.png
9,4,13,2,1,654.31,nonwin7.png
9,4,14,1,1,642.56,nonwin2_8.png
9,4,15,2,1,542.77,nonwin2_7.png
9,4,16,1,1,595.01,nonwex3.png
9,4,17,1,1,543.3,nonwin8.png
9,4,18,1,1,571.49,nonwex2_7.png
9,4,19,2,1,527.7,nonwin2_2.png
9,4,20,2,1,723.98,nonwin1.png
9,4,21,1,1,624.21,nonwex2_9.png
9,4,22,1,1,596.42,nonwex8.png
9,4,23,2,1,616.61,nonwin12.png
9,4,24,2,1,604.9,nonwex2_6.png
9,5,1,1,1,681.67,nonwin2_7.png
9,5,2,1,1,693.96,nonwin2_11.png
9,5,3,2,1,562.19,nonwex3.png
9,5,4,1,1,526.38,nonwin2_4.png
9,5,5,2,1,474.64,nonwin2_2.png
9,5,6,2,1,454.88,nonwin2_8.png
9,5,7,2,1,379.07,nonwex2_9.png
9,5,8,1,1,447.3,nonwex8.png
9,5,9,2,1,371.58,nonwex11.png
9,5,10,1,1,551.8,nonwin8.png
9,5,11,1,1,756,nonwin1.png
9,5,12,2,1,600.24,nonwex2_8.png
9,5,13,2,1,468.5,nonwex2_7.png
9,5,14,2,1,488.71,nonwex2_5.png
9,5,15,2,1,300.92,nonwex4.png
9,5,16,2,1,321.19,nonwin2.png
9,5,17,2,1,421.42,nonwex2_11.png
9,5,18,1,1,569.62,nonwex6.png
9,5,19,2,1,605.86,nonwin2_1.png
9,5,20,1,1,666.05,nonwin12.png
9,5,21,2,1,550.27,nonwex2.png
9,5,22,1,1,610.56,nonwex2_6.png
9,5,23,1,1,614.74,nonwin6.png
9,5,24,2,1,483.03,nonwin7.png
9,6,1,1,1,686.37,nonwex2.png
9,6,2,1,1,546.6,nonwex2_9.png
9,6,3,1,1,494.9,nonwex6.png
9,6,4,2,1,475.08,nonwin2_4.png
9,6,5,2,1,479.31,nonwin2.png
9,6,6,2,1,531.59,nonwex8.png
9,6,7,2,1,583.82,nonwin2_1.png
9,6,8,1,1,852.05,nonwex2_8.png
9,6,9,1,1,576.28,nonwin8.png
9,6,10,2,1,668.51,nonwin1.png
9,6,11,1,1,576.71,nonwex4.png
9,6,12,1,1,476.94,nonwin2_2.png
9,6,13,1,1,497.2,nonwex11.png
9,6,14,1,1,501.37,nonwex2_6.png
9,6,15,2,1,513.63,nonwex3.png
9,6,16,2,1,557.83,nonwin2_8.png
9,6,17,1,1,482.1,nonwex2_5.png
9,6,18,1,1,582.35,nonwin2_7.png
9,6,19,2,1,482.56,nonwin7.png
9,6,20,2,1,462.79,nonwex2_11.png
9,6,21,2,1,571,nonwin12.png
9,6,22,1,1,655.27,nonwex2_7.png
9,6,23,1,1,555.5,nonwin2_11.png
9,6,24,2,1,239.72,nonwin6.png
9,7,1,2,1,673.84,nonwex8.png
9,7,2,1,1,566.05,nonwex6.png
9,7,3,1,1,650.28,nonwex2_7.png
9,7,4,2,1,542.5,nonwin7.png
9,7,5,2,1,554.75,nonwin1.png
9,7,6,2,1,502.98,nonwin2_8.png
9,7,7,2,1,523.18,nonwex2_8.png
9,7,8,2,1,695.41,nonwin2_2.png
9,7,9,1,1,611.67,nonwin8.png
9,7,10,2,1,767.88,nonwin2.png
9,7,11,1,1,628.08,nonwex4.png
9,7,12,1,1,576.32,nonwin2_4.png
9,7,13,1,1,572.59,nonwin12.png
9,7,14,1,1,648.79,nonwin2_1.png
9,7,15,1,1,645.04,nonwin6.png
9,7,16,1,1,601.28,nonwex11.png
9,7,17,2,1,581.47,nonwin2_11.png
9,7,18,1,1,713.74,nonwex2_6.png
9,7,19,1,1,709.97,nonwex2_9.png
9,7,20,1,1,666.15,nonwex2_11.png
9,7,21,1,1,566.44,nonwin2_7.png
9,7,22,2,1,570.66,nonwex2_5.png
9,7,23,2,1,550.81,nonwex2.png
9,7,24,2,1,627.12,nonwex3.png
9,8,1,2,1,743.85,nonwex2_8.png
9,8,2,1,1,668.01,nonwin2_11.png
9,8,3,1,1,528.24,nonwex11.png
9,8,4,2,1,660.5,nonwex8.png
9,8,5,1,1,672.73,nonwin2.png
9,8,6,1,1,660.94,nonwex3.png
9,8,7,1,1,633.22,nonwex2_6.png
9,8,8,1,1,613.45,nonwin1.png
9,8,9,1,1,609.63,nonwin2_4.png
9,8,10,1,1,693.85,nonwin12.png
9,8,11,1,1,586.15,nonwin8.png
9,8,12,2,1,550.38,nonwex2_5.png
9,8,13,1,1,658.59,nonwin6.png
9,8,14,2,1,614.82,nonwex2_7.png
9,8,15,1,1,651.07,nonwin2_7.png
9,8,16,2,1,591.26,nonwex2.png
9,8,17,1,1,659.49,nonwex4.png
9,8,18,1,1,447.71,nonwex6.png
9,8,19,2,1,547.99,nonwin2_1.png
9,8,20,1,1,600.2,nonwin2_2.png
9,8,21,1,1,628.42,nonwex2_9.png
9,8,22,2,1,736.68,nonwin7.png
9,8,23,1,1,676.91,nonwex2_11.png
9,8,24,2,1,729.1,nonwin2_8.png
10,1,1,2,1,493.83,nonwex2_9.png
10,1,2,1,1,694.6,nonwin11.png
10,1,3,2,1,647.31,nonwin2_7.png
10,1,4,2,1,720.08,nonwin4.png
10,1,5,2,1,752.82,nonwin9.png
10,1,6,2,1,585.54,nonwin1.png
10,1,7,2,1,722.22,nonwex9.png
10,1,8,1,1,594.96,nonwex2_3.png
10,1,9,2,1,635.75,nonwin2.png
10,1,10,2,1,660.48,nonwex2_11.png
10,1,11,2,1,583.82,nonwex2.png
10,1,12,2,1,643.29,nonwex8.png
10,1,13,2,1,550.69,nonwex2_5.png
10,1,14,2,1,626.08,nonwex2_1.png
10,1,15,2,1,589.45,nonwex5.png
10,1,16,1,1,656.88,nonwin6.png
10,1,17,2,1,588.3,nonwex2_12.png
10,1,18,2,1,495.7,nonwin2_11.png
10,1,19,2,1,619.08,nonwex3.png
10,1,20,2,1,630.52,nonwin2_6.png
10,1,21,0,0,0,nonwex2_8.png
10,1,22,1,1,605.24,nonwin2_12.png
10,1,23,2,1,552.66,nonwex10.png
10,1,24,2,1,468.12,nonwex7.png
10,2,1,1,1,1024.97,nonwex2_1.png
10,2,2,2,1,665.67,nonwin2_11.png
10,2,3,1,1,634.43,nonwin2_12.png
10,2,4,2,1,787.16,nonwin1.png
10,2,5,2,1,830.57,nonwex2_9.png
10,2,6,1,1,647.29,nonwex3.png
10,2,7,2,1,383.92,nonwin6.png
10,2,8,2,1,576.72,nonwex2_12.png
10,2,9,2,1,620.09,nonwin2_7.png
10,2,10,2,1,620.87,nonwex2_8.png
10,2,11,2,1,661.58,nonwin9.png
10,2,12,0,0,0,nonwex10.png
10,2,13,2,1,647.01,nonwex9.png
10,2,14,2,1,575.72,nonwex2_11.png
10,2,15,1,1,816.52,nonwex2_5.png
10,2,16,2,1,625.18,nonwin2.png
10,2,17,2,1,497.93,nonwin4.png
10,2,18,2,1,458.65,nonwex2.png
10,2,19,1,1,763.39,nonwin11.png
10,2,20,1,1,612.15,nonwex2_3.png
10,2,21,2,1,628.82,nonwex8.png
10,2,22,2,1,757.58,nonwex5.png
10,2,23,0,0,0,nonwex7.png
10,2,24,2,1,687,nonwin2_6.png
10,3,1,2,1,769.45,nonwex2_11.png
10,3,2,2,1,698.26,nonwex2_9.png
10,3,3,2,1,586.97,nonwex2.png
10,3,4,0,0,0,nonwin6.png
10,3,5,2,1,748.36,nonwex7.png
10,3,6,1,1,725.13,nonwex2_1.png
10,3,7,1,1,845.83,nonwin2_12.png
10,3,8,2,1,558.6,nonwex9.png
10,3,9,1,1,647.29,nonwex2_3.png
10,3,10,2,1,522.71,nonwin2_7.png
10,3,11,2,1,619.47,nonwex2_5.png
10,3,12,2,1,732.2,nonwin9.png
10,3,13,2,1,567.55,nonwex2_12.png
10,3,14,2,1,592.32,nonwex3.png
10,3,15,2,1,481.05,nonwex2_8.png
10,3,16,2,1,489.78,nonwex5.png
10,3,17,2,1,429.15,nonwin2_11.png
10,3,18,1,1,597.9,nonwin11.png
10,3,19,2,1,446.57,nonwex8.png
10,3,20,2,1,511.36,nonwin2.png
10,3,21,2,1,424.09,nonwin4.png
10,3,22,2,1,432.81,nonwex10.png
10,3,23,2,1,537.5,nonwin2_6.png
10,3,24,2,1,402.27,nonwin1.png
10,4,1,2,1,579.93,nonwex9.png
10,4,2,2,1,596.69,nonwex5.png
10,4,3,2,1,685.4,nonwex7.png
10,4,4,2,1,606.15,nonwin1.png
10,4,5,2,1,582.85,nonwex2_11.png
10,4,6,1,1,863.61,nonwex2_1.png
10,4,7,2,1,640.29,nonwex8.png
10,4,8,1,1,545.07,nonwin11.png
10,4,9,1,1,697.76,nonwin2_12.png
10,4,10,2,1,594.52,nonwex2_5.png
10,4,11,2,1,563.19,nonwin2_11.png
10,4,12,2,1,555.93,nonwex2_12.png
10,4,13,2,1,676.71,nonwex2_8.png
10,4,14,2,1,581.43,nonwin2_7.png
10,4,15,2,1,566.16,nonwex2.png
10,4,16,2,1,662.89,nonwex2_9.png
10,4,17,2,1,503.61,nonwin4.png
10,4,18,1,1,664.28,nonwex2_3.png
10,4,19,2,1,745.07,nonwin9.png
10,4,20,2,1,705.8,nonwex3.png
10,4,21,2,1,570.52,nonwex10.png
10,4,22,2,1,683.25,nonwin2_6.png
10,4,23,2,1,563.98,nonwin6.png
10,4,24,2,1,612.7,nonwin2.png
10,5,1,2,1,659.67,nonwin9.png
10,5,2,2,1,860.23,nonwin6.png
10,5,3,2,1,701.06,nonwex2_9.png
10,5,4,2,1,613.82,nonwin2_6.png
10,5,5,2,1,798.57,nonwex3.png
10,5,6,2,1,495.3,nonwex2_5.png
10,5,7,1,1,583.97,nonwin2_12.png
10,5,8,2,1,547.44,nonwex9.png
10,5,9,2,1,540.15,nonwex2_12.png
10,5,10,2,1,476.85,nonwin2.png
10,5,11,2,1,445.56,nonwin2_7.png
10,5,12,2,1,446.33,nonwex2_8.png
10,5,13,2,1,455,nonwex2.png
10,5,14,1,1,559.78,nonwin11.png
10,5,15,2,1,576.47,nonwin1.png
10,5,16,1,1,601.23,nonwex2_3.png
10,5,17,2,1,633.97,nonwex10.png
10,5,18,2,1,482.68,nonwin4.png
10,5,19,2,1,547.38,nonwin2_11.png
10,5,20,2,1,876.15,nonwex2_1.png
10,5,21,2,1,572.85,nonwex8.png
10,5,22,2,1,597.57,nonwex2_11.png
10,5,23,2,1,566.28,nonwex5.png
10,5,24,1,1,647,nonwex7.png
10,6,1,2,1,536.67,nonwex2_12.png
10,6,2,1,1,593.46,nonwex2_1.png
10,6,3,2,1,362.14,nonwex2.png
10,6,4,2,1,482.87,nonwex2_5.png
10,6,5,2,1,299.63,nonwex10.png
10,6,6,2,1,436.36,nonwin4.png
10,6,7,2,1,477.09,nonwin1.png
10,6,8,2,1,309.79,nonwin2_6.png
10,6,9,2,1,278.54,nonwex3.png
10,6,10,2,1,255.27,nonwin11.png
10,6,11,2,1,375.9,nonwex2_9.png
10,6,12,2,1,464.68,nonwex2_8.png
10,6,13,1,1,625.41,nonwin6.png
10,6,14,2,1,386.14,nonwex9.png
10,6,15,2,1,466.88,nonwin2.png
10,6,16,2,1,395.64,nonwex5.png
10,6,17,2,1,556.31,nonwex2_11.png
10,6,18,2,1,837.09,nonwin9.png
10,6,19,1,1,613.79,nonwex7.png
10,6,20,2,1,510.52,nonwex8.png
10,6,21,1,1,623.28,nonwex2_3.png
10,6,22,1,1,799.97,nonwin2_12.png
10,6,23,2,1,592.73,nonwin2_11.png
10,6,24,2,1,513.46,nonwin2_7.png
10,7,1,2,1,730.27,nonwex7.png
10,7,2,2,1,490.95,nonwin2.png
10,7,3,2,1,435.72,nonwex2_12.png
10,7,4,2,1,532.45,nonwex2.png
10,7,5,1,1,765.18,nonwex2_1.png
10,7,6,2,1,493.84,nonwex8.png
10,7,7,2,1,494.58,nonwex2_9.png
10,7,8,2,1,591.33,nonwin2_7.png
10,7,9,2,1,488.05,nonwex9.png
10,7,10,2,1,480.79,nonwin6.png
10,7,11,2,1,553.47,nonwin1.png
10,7,12,2,1,458.27,nonwex10.png
10,7,13,2,1,490.96,nonwex2_8.png
10,7,14,2,1,483.7,nonwin2_11.png
10,7,15,2,1,492.45,nonwin4.png
10,7,16,2,1,453.15,nonwex2_11.png
10,7,17,2,1,437.9,nonwin2_6.png
10,7,18,1,1,590.6,nonwin2_12.png
10,7,19,2,1,423.36,nonwex3.png
10,7,20,2,1,440.07,nonwex5.png
10,7,21,0,0,0,nonwin9.png
10,7,22,2,1,473.53,nonwex2_5.png
10,7,23,1,1,594.27,nonwin11.png
10,7,24,1,1,571,nonwex2_3.png
10,8,1,2,1,564.57,nonwin9.png
10,8,2,1,1,861.38,nonwex3.png
10,8,3,2,1,654.11,nonwex2_11.png
10,8,4,2,1,558.79,nonwex8.png
10,8,5,2,1,527.51,nonwex10.png
10,8,6,2,1,664.27,nonwex5.png
10,8,7,2,1,729.01,nonwin2_6.png
10,8,8,2,1,489.75,nonwin2_7.png
10,8,9,1,1,546.43,nonwex2_3.png
10,8,10,2,1,499.19,nonwex9.png
10,8,11,2,1,571.87,nonwex2.png
10,8,12,2,1,484.61,nonwin2.png
10,8,13,1,1,573.38,nonwin2_12.png
10,8,14,2,1,398.1,nonwex2_5.png
10,8,15,2,1,398.81,nonwex2_9.png
10,8,16,2,1,407.51,nonwex2_8.png
10,8,17,2,1,544.25,nonwex2_12.png
10,8,18,2,1,408.81,nonwin1.png
10,8,19,2,1,489.74,nonwin6.png
10,8,20,2,1,338.47,nonwex2_1.png
10,8,21,2,1,387.17,nonwex7.png
10,8,22,1,1,491.93,nonwin11.png
10,8,23,2,1,484.63,nonwin2_11.png
10,8,24,2,1,397.38,nonwin4.png
11,1,1,1,1,937.69,nonwex1.png
11,1,2,2,1,735.76,nonwin5.png
11,1,3,2,1,776.42,nonwin10.png
11,1,4,1,1,609.2,nonwin2_4.png
11,1,5,2,1,1129.91,nonwin2_9.png
11,1,6,2,1,682.63,nonwex6.png
11,1,7,2,1,659.34,nonwin2_2.png
11,1,8,1,1,788.13,nonwex12.png
11,1,9,2,1,548.86,nonwex2_6.png
11,1,10,2,1,789.56,nonwin2_3.png
11,1,11,2,1,864.96,nonwin8.png
11,1,12,2,1,692.39,nonwin7.png
11,1,13,2,1,559.82,nonwex2_7.png
11,1,14,2,1,579.19,nonwin2_10.png
11,1,15,1,1,742.63,nonwex11.png
11,1,16,1,1,642.04,nonwin12.png
11,1,17,2,1,701.39,nonwin2_5.png
11,1,18,2,1,784.86,nonwex2_2.png
11,1,19,1,1,812.23,nonwex2_10.png
11,1,20,2,1,631.64,nonwex2_4.png
11,1,21,2,1,859.07,nonwin3.png
11,1,22,2,1,750.47,nonwin2_8.png
11,1,23,2,1,681.87,nonwin2_1.png
11,1,24,1,1,909.3,nonwex4.png
11,2,1,1,1,587.28,nonwin2_10.png
11,2,2,1,1,660.02,nonwin7.png
11,2,3,1,1,700.7,nonwex2_2.png
11,2,4,1,1,645.49,nonwin12.png
11,2,5,2,1,704.91,nonwex2_4.png
11,2,6,2,1,628.27,nonwin3.png
11,2,7,2,1,637.01,nonwin8.png
11,2,8,2,1,1021.8,nonwin5.png
11,2,9,1,1,550.51,nonwin2_4.png
11,2,10,2,1,647.19,nonwin2_8.png
11,2,11,1,1,687.97,nonwin2_2.png
11,2,12,2,1,624.71,nonwin2_9.png
11,2,13,2,1,681.45,nonwin10.png
11,2,14,2,1,562.17,nonwin2_3.png
11,2,15,1,1,642.86,nonwex6.png
11,2,16,1,1,579.64,nonwin2_1.png
11,2,17,2,1,556.37,nonwin2_5.png
11,2,18,2,1,749.12,nonwex12.png
11,2,19,1,1,589.83,nonwex2_10.png
11,2,20,1,1,534.53,nonwex1.png
11,2,21,2,1,671.31,nonwex11.png
11,2,22,2,1,503.94,nonwex4.png
11,2,23,1,1,816.76,nonwex2_6.png
11,2,24,2,1,641.5,nonwex2_7.png
11,3,1,1,1,620,nonwex2_6.png
11,3,2,1,1,724.79,nonwin2_1.png
11,3,3,1,1,637.45,nonwin7.png
11,3,4,1,1,622.24,nonwin2_2.png
11,3,5,2,1,598.95,nonwin2_9.png
11,3,6,2,1,783.69,nonwex2_7.png
11,3,7,2,1,712.43,nonwin3.png
11,3,8,2,1,1113.19,nonwex2_2.png
11,3,9,1,1,553.75,nonwin2_4.png
11,3,10,1,1,501.27,nonwex11.png
11,3,11,2,1,598,nonwin5.png
11,3,12,1,1,758.74,nonwin2_3.png
11,3,13,2,1,602.17,nonwin2_10.png
11,3,14,2,1,898.85,nonwin2_8.png
11,3,15,2,1,835.64,nonwin8.png
11,3,16,2,1,988.32,nonwin10.png
11,3,17,2,1,791.77,nonwex1.png
11,3,18,1,1,720.49,nonwex4.png
11,3,19,2,1,641.21,nonwex12.png
11,3,20,2,1,625.89,nonwex2_4.png
11,3,21,1,1,626.61,nonwex6.png
11,3,22,2,1,659.38,nonwin2_5.png
11,3,23,2,1,620.13,nonwin12.png
11,3,24,2,1,612.86,nonwex2_10.png
11,4,1,1,1,567.99,nonwin2_4.png
11,4,2,1,1,480.73,nonwin5.png
11,4,3,2,1,481.44,nonwin2_9.png
11,4,4,1,1,610.2,nonwex12.png
11,4,5,2,1,493.53,nonwex2_7.png
11,4,6,2,1,574.32,nonwin8.png
11,4,7,2,1,687.06,nonwin3.png
11,4,8,1,1,783.79,nonwin2_3.png
11,4,9,1,1,744.48,nonwex11.png
11,4,10,2,1,593.24,nonwin2_8.png
11,4,11,2,1,641.97,nonwex2_10.png
11,4,12,1,1,586.69,nonwex2_6.png
11,4,13,2,1,627.41,nonwex2_2.png
11,4,14,2,1,636.15,nonwin7.png
11,4,15,2,1,612.88,nonwex6.png
