SID,Trial,Familiarity,Repetition,AscLoc,SrcResp,Corr,RT,Confident,ImgName
5,73,1,1,2,1,0,2784.07,4,wordin2_8.png
5,74,1,2,4,3,0,2617.37,2,wordin5.png
5,75,2,1,2,4,0,6770.01,3,nonwin2_1.png
5,76,2,2,1,3,0,8166.78,2,nonwex7.png
5,77,1,2,4,4,1,2576.62,4,wordin2_3.png
5,78,2,1,4,1,0,2156.97,2,nonwex6.png
5,79,2,1,4,3,0,2448.9,3,nonwex2_12.png
5,80,2,1,4,3,0,1169.09,3,nonwin12.png
6,1,2,1,4,2,0,4110.02,1,nonwex2_10.png
6,2,1,2,2,2,1,2022.86,2,wordin10.png
6,3,1,2,2,3,0,2500.66,1,wordin9.png
6,4,1,2,4,3,0,2144.28,2,wordex10.png
6,5,2,2,1,4,0,1834.22,2,nonwex5.png
6,6,2,1,2,1,0,2626.55,3,nonwex2_9.png
6,7,1,2,4,1,0,2191.24,1,wordin7.png
6,8,1,1,3,1,0,1368.87,1,wordin2_2.png
6,9,1,1,2,2,1,2046.5,3,wordex2_9.png
6,10,2,1,2,2,1,893.39,4,nonwex2.png
6,11,1,2,1,2,0,1999.15,4,wordex2_5.png
6,12,2,1,1,1,1,1385.14,1,nonwin2.png
6,13,1,1,2,2,1,1417.53,4,wordex2.png
6,14,1,2,3,1,0,934.39,4,wordin2_12.png
6,15,2,2,1,3,0,1224.69,1,nonwin8.png
6,16,2,2,2,1,0,931.63,1,nonwex2_6.png
6,17,1,2,3,1,0,1463.66,2,wordex2_6.png
6,18,2,2,2,1,0,1851.9,2,nonwex4.png
6,19,2,2,1,1,1,1073.78,4,nonwin2_3.png
6,20,1,1,2,1,0,1462.08,4,wordex3.png
6,21,2,1,4,3,0,1069.43,2,nonwex2_11.png
6,22,1,1,3,2,0,1655.63,2,wordin2_10.png
6,23,1,1,4,2,0,1532.45,2,wordin3.png
6,24,1,1,4,2,0,982.94,2,wordin8.png
6,25,1,1,3,1,0,992.86,3,wordin12.png
6,26,2,2,3,1,0,1308.47,4,nonwex6.png
6,27,1,2,3,3,1,1227.85,1,wordex7.png
6,28,1,2,4,4,1,4038.66,2,wordex5.png
6,29,2,1,1,4,0,1473.66,1,nonwex8.png
6,30,2,2,4,1,0,1970.1,1,nonwin2_7.png
6,31,2,1,2,1,0,1146.7,1,nonwin5.png
6,32,1,1,1,1,1,1534.75,1,wordex12.png
6,33,2,2,4,1,0,811.32,1,nonwin2_4.png
6,34,2,1,3,1,0,1156.66,2,nonwex2_5.png
6,35,1,2,4,2,0,1458.4,3,wordex2_12.png
6,36,1,2,3,3,1,997.24,1,wordin6.png
6,37,1,2,1,1,1,890.69,1,wordin2_3.png
6,38,2,1,3,1,0,1008.3,1,nonwex2_4.png
6,39,2,2,2,1,0,1057.31,1,nonwin2_10.png
6,40,1,1,1,1,1,837.01,1,wordex8.png
6,41,2,2,4,1,0,562.43,1,nonwin2_8.png
6,42,2,2,3,1,0,953.02,1,nonwin12.png
6,43,2,1,3,3,1,1435.12,1,nonwex2_12.png
6,44,2,1,4,1,0,1100.62,2,nonwin2_11.png
6,45,1,2,4,1,0,1869.41,2,wordin2_7.png
6,46,2,1,2,1,0,1246.45,2,nonwex2_1.png
6,47,1,2,1,4,0,1225.1,1,wordex2_11.png
6,48,2,1,3,1,0,1412.77,1,nonwin9.png
6,49,2,1,4,1,0,1178.03,1,nonwin3.png
6,50,2,2,3,3,1,758.5,1,nonwex12.png
6,51,1,1,2,1,0,910.61,1,wordin2_9.png
6,52,1,2,1,1,1,1347.46,4,wordin11.png
6,53,1,1,4,1,0,1382.62,2,wordex11.png
6,54,1,2,2,2,1,1798.28,1,wordex2_4.png
6,55,2,2,1,2,0,1028.55,1,nonwin6.png
6,56,1,2,1,1,1,1348.13,4,wordex2_8.png
6,57,1,1,1,1,1,1684.67,1,wordex2_10.png
6,58,2,2,1,1,1,827.68,1,nonwex10.png
6,59,1,1,2,1,0,969.05,2,wordin2_4.png
6,60,2,1,4,3,0,1141.47,2,nonwin2_6.png
6,61,2,2,4,3,0,1068.9,2,nonwex2_7.png
6,62,2,1,1,3,0,643.72,1,nonwex2_2.png
6,63,1,2,2,1,0,1138.99,2,wordin2_5.png
6,64,1,2,3,1,0,748.49,1,wordex2_3.png
6,65,2,2,4,2,0,807.89,3,nonwin11.png
6,66,1,1,1,1,1,1023.01,2,wordin2_8.png
6,67,2,2,2,4,0,1504.93,1,nonwin2_1.png
6,68,2,1,1,1,1,855.29,1,nonwin10.png
6,69,2,2,3,1,0,841.29,1,nonwex9.png
6,70,2,2,2,3,0,1109.02,1,nonwin2_12.png
6,71,1,1,4,3,0,1975.23,1,wordex2_2.png
6,72,2,2,3,2,0,2025.58,1,nonwin2_2.png
6,73,1,1,4,1,0,1156.43,1,wordex4.png
6,74,2,1,2,1,0,962.48,1,nonwin1.png
6,75,1,1,3,2,0,1157.9,1,wordin2.png
6,76,1,1,1,2,0,811.3,1,wordex2_1.png
6,77,1,1,3,1,0,850.19,1,wordin2_11.png
6,78,1,2,2,2,1,794.52,4,wordex1.png
6,79,2,1,3,1,0,1232.99,1,nonwex3.png
6,80,2,1,1,3,0,785.2,1,nonwin2_5.png
7,1,2,1,1,3,0,1135.49,1,nonwin2_8.png
7,2,1,1,1,1,1,1074.85,2,wordin2_3.png
7,3,1,1,1,1,1,1029.89,2,wordin2_4.png
7,4,1,2,2,4,0,1042.93,3,wordin2_8.png
7,5,2,1,2,2,1,942.63,4,nonwex5.png
7,6,2,2,2,2,1,898.85,4,nonwin6.png
7,7,1,1,2,3,0,1081.67,2,wordex2_10.png
7,8,2,1,2,2,1,1353.53,4,nonwex2_12.png
7,9,2,1,1,1,1,951.66,1,nonwex2_2.png
7,10,2,2,3,1,0,1028.46,1,nonwin2_9.png
7,11,2,1,1,3,0,1431.18,2,nonwex9.png
7,12,2,1,4,4,1,1273.78,2,nonwex6.png
7,13,1,2,3,1,0,1232.6,1,wordex7.png
7,14,1,1,4,1,0,1081.51,2,wordex10.png
7,15,1,2,1,3,0,1095.39,2,wordex2_9.png
7,16,2,2,4,1,0,1224.68,2,nonwex8.png
7,17,1,1,2,1,0,1284.41,2,wordin2_7.png
7,18,2,2,3,3,1,1283.19,2,nonwin1.png
7,19,1,2,4,1,0,1292.8,1,wordex2_12.png
7,20,2,1,3,3,1,1973.75,1,nonwin11.png
7,21,2,2,1,4,0,2294.11,1,nonwin2_10.png
7,22,1,2,1,2,0,1797.78,2,wordin11.png
7,23,1,2,2,1,0,1784.63,1,wordex3.png
7,24,2,2,2,2,1,1235.23,1,nonwin2_4.png
7,25,2,2,1,1,1,1819.75,2,nonwin4.png
7,26,2,2,1,4,0,1651.79,1,nonwex12.png
7,27,2,2,1,2,0,1347.88,1,nonwex4.png
7,28,1,2,4,2,0,2276.5,3,wordin2_12.png
7,29,1,1,1,1,1,1680.61,2,wordex2_7.png
7,30,2,1,4,3,0,1155.1,2,nonwin2_11.png
7,31,1,2,2,4,0,1478.89,1,wordex2_8.png
7,32,1,1,1,1,1,3469.95,2,wordex2_3.png
7,33,1,2,3,1,0,1348.97,1,wordex2.png
7,34,2,2,3,3,1,3164.42,4,nonwex10.png
7,35,1,1,3,1,0,1582.63,1,wordex2_1.png
7,36,2,2,4,4,1,1685.06,1,nonwex1.png
7,37,1,1,2,3,0,3521.72,2,wordin3.png
7,38,1,1,1,2,0,2293.94,2,wordin2_6.png
7,39,1,1,4,4,1,1597.28,2,wordex12.png
7,40,2,1,2,3,0,4584.84,2,nonwex2_3.png
7,41,1,1,3,1,0,2334.68,1,wordex6.png
7,42,1,1,2,1,0,3291.49,3,wordin2_2.png
7,43,2,2,3,3,1,1163.61,1,nonwex2_11.png
7,44,1,2,1,1,1,3491.75,1,wordex9.png
7,45,1,2,2,2,1,4553.07,4,wordin2_1.png
7,46,2,2,4,1,0,1168.16,1,nonwin2.png
7,47,2,1,3,4,0,3495.04,2,nonwin9.png
7,48,2,1,2,4,0,4487.73,4,nonwex2_10.png
7,49,1,1,3,2,0,3258.39,2,wordex11.png
7,50,1,2,3,1,0,1506.83,3,wordin2_5.png
7,51,2,1,3,3,1,2714.26,2,nonwex2.png
7,52,2,2,2,1,0,1271.03,2,nonwex3.png
7,53,1,2,1,4,0,2049.32,2,wordex2_4.png
7,54,2,2,1,3,0,1250.66,1,nonwex11.png
7,55,1,2,1,2,0,2302.42,2,wordex2_6.png
7,56,1,1,4,3,0,2260.85,2,wordin2_11.png
7,57,1,2,2,2,1,1376.32,3,wordex2_2.png
7,58,2,1,3,4,0,1267.75,1,nonwin5.png
7,59,1,1,3,4,0,1358.48,4,wordin10.png
7,60,2,1,4,1,0,1180.99,2,nonwin2_2.png
7,61,2,1,3,3,1,1631.23,2,nonwin2_7.png
7,62,2,1,4,4,1,3552.82,4,nonwex2_6.png
7,63,1,2,4,3,0,1676.05,2,wordex2_11.png
7,64,2,2,3,3,1,2787.42,1,nonwex2_7.png
7,65,1,1,4,1,0,2492.07,2,wordin9.png
7,66,2,1,1,4,0,1448.15,1,nonwin10.png
7,67,2,2,4,1,0,1768.97,1,nonwex7.png
7,68,2,2,4,3,0,1553.07,1,nonwin2_1.png
7,69,1,2,3,4,0,1726.07,1,wordin7.png
7,70,1,1,4,1,0,4011.42,2,wordin4.png
7,71,1,1,3,3,1,1304.31,1,wordin8.png
7,72,2,1,2,4,0,2346.61,2,nonwin7.png
7,73,2,1,1,2,0,3918,1,nonwex2_4.png
7,74,2,2,2,3,0,1256.75,2,nonwex2_8.png
7,75,2,2,2,1,0,1111.64,1,nonwex2_9.png
7,76,2,1,4,4,1,4247.62,4,nonwin2_3.png
7,77,1,2,4,2,0,1700.45,3,wordex4.png
7,78,1,2,3,1,0,1407.25,1,wordin2_10.png
7,79,1,2,4,3,0,1467.18,2,wordex8.png
7,80,1,1,2,1,0,6133.17,2,wordex1.png
8,1,1,2,3,3,1,1822.55,4,wordin8.png
8,2,2,2,3,2,0,1855.8,2,nonwin6.png
8,3,1,1,3,1,0,3211.06,1,wordex9.png
8,4,2,2,3,2,0,2305.62,1,nonwex12.png
8,5,1,2,4,4,1,2147.93,2,wordin7.png
8,6,2,1,1,2,0,1068.19,2,nonwin4.png
8,7,1,1,2,2,1,1081.16,4,wordex3.png
8,8,1,2,3,3,1,1213.76,4,wordex2_6.png
8,9,1,2,1,3,0,696.34,3,wordex5.png
8,10,2,2,1,1,1,1576.44,1,nonwex2_7.png
8,11,1,1,4,4,1,1101,4,wordin4.png
8,12,1,2,3,3,1,1571.55,4,wordin2_11.png
8,13,2,2,1,2,0,1197.52,1,nonwex2_10.png
8,14,1,1,4,4,1,1186.75,3,wordin3.png
8,15,2,1,3,2,0,2354.89,1,nonwex2_11.png
8,16,2,1,4,1,0,1897.3,1,nonwin11.png
8,17,2,1,2,2,1,1216.27,1,nonwin2_11.png
8,18,2,2,4,2,0,4275.8,1,nonwin2_3.png
8,19,1,1,3,3,1,1154.92,4,wordex12.png
8,20,2,1,4,3,0,2380.34,1,nonwex2_3.png
8,21,1,2,1,1,1,1562.14,4,wordex2_10.png
8,22,2,1,4,4,1,1351.33,1,nonwin2_5.png
8,23,1,1,4,2,0,2835.96,1,wordin1.png
8,24,1,2,2,2,1,822.94,4,wordin2_12.png
8,25,2,1,2,2,1,1299.31,1,nonwin2_1.png
8,26,1,1,4,4,1,1159.76,4,wordex2_1.png
8,27,2,1,1,2,0,2495.53,3,nonwex2_6.png
8,28,2,2,3,1,0,1093.68,1,nonwex2_5.png
8,29,1,1,4,1,0,4568.31,2,wordin2_4.png
8,30,1,1,2,2,1,2271.72,1,wordin6.png
8,31,2,1,3,2,0,1203.11,1,nonwin2_6.png
8,32,2,1,4,4,1,1090.93,3,nonwin7.png
8,33,2,2,3,4,0,1483.69,1,nonwin2_4.png
8,34,2,1,2,2,1,1678.91,1,nonwin2_2.png
8,35,2,1,1,2,0,1003.18,1,nonwex3.png
8,36,1,1,2,3,0,2302.86,2,wordin10.png
8,37,1,2,1,1,1,2205.49,2,wordex4.png
8,38,2,2,2,2,1,9910.41,1,nonwex7.png
8,39,1,1,3,4,0,2769.28,1,wordin5.png
8,40,1,2,4,4,1,1552.09,1,wordex8.png
8,41,2,1,3,2,0,2616.13,1,nonwex2.png
8,42,1,1,1,3,0,2546.34,2,wordex2_5.png
8,43,2,2,2,1,0,1545.16,1,nonwex9.png
8,44,2,2,3,1,0,1486.95,1,nonwin3.png
8,45,2,2,2,2,1,1621.26,3,nonwin10.png
8,46,2,1,3,2,0,1650.86,3,nonwex10.png
8,47,2,1,1,4,0,1679.76,1,nonwex11.png
8,48,2,2,4,4,1,1876.9,1,nonwex4.png
8,49,2,2,2,1,0,1165.25,1,nonwin2_12.png
8,50,1,2,4,1,0,1536.89,1,wordex2_12.png
8,51,1,1,3,2,0,1953.34,2,wordin2_9.png
8,52,2,2,1,2,0,2943.82,1,nonwex1.png
8,53,2,2,1,1,1,1545.39,1,nonwex2_4.png
8,54,1,1,2,1,0,2671.74,1,wordex2_3.png
8,55,1,1,2,2,1,1114.75,1,wordin2_10.png
8,56,1,1,1,1,1,1841.5,4,wordex10.png
8,57,1,2,3,3,1,1792.86,4,wordex2_11.png
8,58,2,1,2,2,1,1596.07,1,nonwin12.png
8,59,1,2,2,4,0,5519.62,2,wordex2.png
8,60,1,2,3,1,0,3903.75,1,wordex7.png
8,61,2,2,4,2,0,1513.3,2,nonwin8.png
8,62,1,2,1,4,0,2420.86,1,wordin2_6.png
8,63,2,1,1,4,0,1183.23,1,nonwex2_12.png
8,64,1,1,1,3,0,4237.19,2,wordex6.png
8,65,1,2,2,2,1,1097.19,3,wordex2_2.png
8,66,1,2,4,4,1,2379.72,2,wordex2_4.png
8,67,1,2,4,2,0,2864.19,1,wordin12.png
8,68,2,1,4,1,0,1421.13,1,nonwin9.png
8,69,1,1,1,1,1,1985.1,4,wordex11.png
8,70,1,2,1,2,0,1165.21,1,wordin9.png
8,71,2,1,2,2,1,1480.86,1,nonwin2_9.png
8,72,2,2,4,2,0,938.01,1,nonwin1.png
8,73,1,1,1,4,0,2541.74,1,wordin2.png
8,74,2,1,3,3,1,2559.94,4,nonwin2.png
8,75,2,2,2,2,1,3687.39,1,nonwin2_8.png
8,76,2,2,4,1,0,2181.52,1,nonwex2_2.png
8,77,1,1,3,1,0,2420.52,2,wordin2_5.png
8,78,1,2,2,4,0,1986.89,1,wordin2_8.png
8,79,1,2,2,2,1,3015.42,1,wordex2_7.png
8,80,2,2,1,2,0,1517.72,1,nonwex5.png
9,1,2,1,1,1,1,4230.1,1,nonwin2.png
9,2,2,1,1,1,1,4170.68,2,nonwex2_8.png
9,3,2,2,2,3,0,2226.87,2,nonwex4.png
9,4,2,2,4,4,1,2776.6,3,nonwex10.png
9,5,2,2,2,2,1,1665.47,4,nonwin1.png
9,6,1,1,2,2,1,17339.27,1,wordex2_6.png
9,7,1,2,3,4,0,6971.07,1,wordin10.png
9,8,1,1,2,2,1,1576.26,4,wordex2_11.png
9,9,2,2,2,1,0,5883.11,1,nonwex8.png
9,10,1,1,1,1,1,1756.33,3,wordex9.png
9,11,1,2,4,4,1,1962.92,4,wordex2.png
9,12,2,1,1,1,1,2497.85,3,nonwin8.png
9,13,1,1,2,3,0,3094.87,1,wordin5.png
9,14,2,1,2,2,1,1605.49,3,nonwex2_12.png
9,15,2,2,4,3,0,3252.45,2,nonwin4.png
9,16,2,1,1,1,1,1724.9,1,nonwex2_2.png
9,17,1,1,4,1,0,1498.43,2,wordin2_12.png
9,18,2,2,3,3,1,1500.81,4,nonwin5.png
9,19,1,1,3,3,1,1503.78,4,wordin11.png
9,20,2,1,2,4,0,1160.21,2,nonwex2_6.png
9,21,2,2,1,3,0,10117.39,2,nonwex2_5.png
9,22,1,2,2,2,1,1080.39,4,wordin2_6.png
9,23,2,2,3,1,0,4566.18,2,nonwex7.png
9,24,1,1,1,2,0,7984.69,1,wordin12.png
9,25,2,1,4,4,1,1420.51,2,nonwex2_11.png
9,26,1,2,3,3,1,1218.55,4,wordin2_8.png
9,27,1,2,3,3,1,2201.98,4,wordin2_1.png
9,28,1,2,1,1,1,1836.68,3,wordin2_10.png
9,29,2,2,4,4,1,1267.23,4,nonwex2_3.png
9,30,2,2,3,3,1,1869.77,4,nonwex2_10.png
9,31,2,1,3,1,0,7299.59,1,nonwex2_9.png
9,32,1,2,4,4,1,1406.01,4,wordex2_3.png
9,33,1,1,1,3,0,2068.98,2,wordex2_1.png
9,34,2,1,3,4,0,1497.82,1,nonwin2_1.png
9,35,2,2,1,2,0,2897.81,1,nonwin2_2.png
9,36,2,2,2,2,1,1541.1,2,nonwex11.png
9,37,1,2,2,4,0,4892.64,2,wordex7.png
9,38,1,1,1,1,1,1434.93,2,wordex2_12.png
9,39,2,1,4,4,1,1644.56,3,nonwex5.png
9,40,1,2,1,1,1,1227.84,3,wordin9.png
9,41,1,1,3,4,0,2787.16,1,wordex3.png
9,42,2,1,3,4,0,8521.67,1,nonwin2_3.png
9,43,2,2,1,2,0,5354.76,1,nonwin2_10.png
9,44,2,2,3,3,1,2847.12,1,nonwin2_11.png
9,45,1,2,1,1,1,1471.95,3,wordin3.png
9,46,2,1,2,4,0,8058.42,2,nonwex2_7.png
9,47,1,2,1,2,0,3850.11,2,wordex2_10.png
9,48,1,2,4,4,1,1694.55,2,wordin2_2.png
9,49,1,1,4,4,1,6616.24,2,wordex5.png
9,50,1,2,1,4,0,1249.96,4,wordin2_3.png
9,51,2,1,2,1,0,3740.22,3,nonwin12.png
9,52,2,1,4,2,0,3694.69,1,nonwin6.png
9,53,1,2,2,2,1,1303.6,4,wordex8.png
9,54,2,2,3,3,1,2811.95,1,nonwex2_1.png
9,55,1,2,4,4,1,2124.64,4,wordex2_8.png
9,56,2,2,4,2,0,3480.93,1,nonwex2.png
9,57,1,2,3,3,1,2440.52,1,wordex1.png
9,58,1,2,3,3,1,7172.35,3,wordin2_7.png
9,59,2,2,1,1,1,3178.05,1,nonwin2_9.png
9,60,2,2,4,4,1,2245.65,1,nonwin7.png
9,61,2,2,1,2,0,4322.87,1,nonwin2_7.png
9,62,1,1,3,2,0,8409.27,1,wordex4.png
9,63,2,1,3,1,0,2749.2,2,nonwex9.png
9,64,1,1,2,3,0,11649.35,2,wordex2_4.png
9,65,2,1,3,3,1,5557.02,1,nonwin9.png
9,66,1,1,4,4,1,1664.5,4,wordin4.png
9,67,1,1,3,2,0,4187.67,3,wordex6.png
9,68,1,1,2,1,0,5498.74,1,wordex2_7.png
9,69,2,1,1,1,1,3584.68,1,nonwex1.png
9,70,1,1,4,2,0,11953.45,1,wordex10.png
9,71,1,1,4,4,1,1549.99,4,wordin8.png
9,72,1,2,4,4,1,1421.11,4,wordin2_9.png
9,73,2,2,2,3,0,3889.89,1,nonwex3.png
9,74,1,2,2,2,1,1461.72,4,wordex2_5.png
9,75,1,2,2,4,0,1438.3,4,wordin2_11.png
9,76,2,1,4,4,1,1895.48,1,nonwex2_4.png
9,77,2,1,4,4,1,7437.07,2,nonwin2_4.png
9,78,1,1,3,2,0,8887.17,1,wordex11.png
9,79,1,1,1,3,0,4731.91,2,wordex2_2.png
9,80,2,1,2,1,0,4688.2,1,nonwin2_5.png
10,1,2,2,3,4,0,11944,3,nonwin11.png
10,2,1,1,3,3,1,4136.95,4,wordex8.png
10,3,2,2,1,2,0,5644.41,3,nonwex6.png
10,4,1,2,2,2,1,4869.16,4,wordin11.png
10,5,2,1,1,4,0,5483.75,3,nonwex2_1.png
10,6,1,2,3,4,0,14135.68,2,wordex2_4.png
10,7,2,2,3,3,1,1806.48,4,nonwin2_3.png
10,8,2,2,4,2,0,6998.06,3,nonwex9.png
10,9,2,2,4,4,1,2736.26,4,nonwex3.png
10,10,1,2,4,4,1,1552.06,4,wordin2_11.png
10,11,2,1,2,2,1,4405.07,3,nonwin2_10.png
10,12,1,1,1,1,1,1933.84,4,wordex9.png
10,13,1,2,4,4,1,1155.5,4,wordin10.png
10,14,2,1,2,4,0,11322.53,2,nonwex5.png
10,15,2,2,1,1,1,1836.38,4,nonwex2_4.png
10,16,2,1,1,1,1,1946.75,4,nonwin7.png
10,17,2,1,1,3,0,13220.51,2,nonwex8.png
10,18,2,2,4,2,0,3097.12,2,nonwin2_1.png
10,19,2,2,1,1,1,2420.05,4,nonwin4.png
10,20,1,1,4,4,1,3202.92,4,wordin2_6.png
10,21,2,2,4,4,1,1259.75,4,nonwin6.png
10,22,1,2,2,2,1,2383.07,4,wordin2_1.png
10,23,2,2,3,3,1,1437.95,4,nonwin2_9.png
10,24,2,1,3,3,1,1400.89,4,nonwin10.png
10,25,2,2,3,3,1,3506.48,4,nonwin2_4.png
10,26,1,1,2,1,0,1616.04,4,wordex2_7.png
10,27,2,1,4,4,1,7364.04,3,nonwin8.png
10,28,1,2,1,1,1,1088.79,4,wordex2_3.png
10,29,1,2,1,1,1,1043.11,4,wordex12.png
10,30,1,2,4,2,0,13311.5,2,wordin3.png
10,31,2,1,1,1,1,1485.15,4,nonwex10.png
10,32,2,1,2,1,0,6899.94,3,nonwin5.png
10,33,1,1,3,4,0,12687.78,2,wordin2_12.png
10,34,1,1,4,4,1,4170.01,3,wordex2_12.png
10,35,1,2,4,4,1,3203.65,4,wordex2.png
10,36,1,2,2,2,1,2348.47,4,wordex2_10.png
10,37,1,1,3,3,1,2517.77,4,wordin4.png
10,38,1,2,3,3,1,8872.47,3,wordex6.png
10,39,1,1,1,1,1,1682.78,4,wordin5.png
10,40,2,2,1,1,1,785.14,4,nonwin2_12.png
10,41,2,1,4,2,0,4441.96,3,nonwex4.png
10,42,2,1,1,1,1,1470.28,4,nonwex2_11.png
10,43,1,2,3,4,0,5565.76,2,wordin2_5.png
10,44,2,1,3,2,0,5821.72,2,nonwex2_7.png
10,45,1,1,1,1,1,2009.47,4,wordex10.png
10,46,1,1,4,2,0,4715.95,3,wordex4.png
10,47,1,1,2,1,0,3702.84,3,wordin6.png
10,48,2,1,2,2,1,1726.04,2,nonwex2.png
10,49,1,1,2,2,1,1661,4,wordex2_8.png
10,50,1,2,2,2,1,3670.15,3,wordex2_2.png
10,51,2,2,1,2,0,3424.35,2,nonwin2_5.png
10,52,2,2,2,2,1,7006.66,2,nonwin2_6.png
10,53,1,2,1,1,1,4778.01,3,wordin8.png
10,54,1,2,3,3,1,1794.21,4,wordex2_9.png
10,55,1,1,1,2,0,4558.37,3,wordex2_1.png
10,56,2,2,4,1,0,7698.45,2,nonwex2_9.png
10,57,2,1,4,2,0,2496.82,2,nonwin9.png
10,58,1,2,1,4,0,11233.95,2,wordin2_2.png
10,59,1,1,4,4,1,846.28,4,wordin2_3.png
10,60,1,2,2,3,0,7081.76,3,wordin12.png
10,61,2,2,2,2,1,2513.39,2,nonwex2_10.png
10,62,2,2,2,2,1,2364.23,2,nonwex2_2.png
10,63,2,1,4,3,0,5721.4,2,nonwex2_3.png
