sn,age,sex,cond,trial,repcond,imcat,imnum,loc,resp,srccorr,rt,conf,confrt,imname,dum
11,22,2,1,6,1,2,15,1,1,1,2402.75,4,116.99,unknown_female15.jpg,0
11,22,2,1,7,2,2,16,2,2,1,4249.95,1,1207.28,unknown_female16.jpg,0
11,22,2,1,8,2,2,18,4,3,2,4470.95,1,722.41,unknown_female18.jpg,0
11,22,2,1,9,2,1,20,4,4,1,3430.28,4,469.87,unknown_male20.jpg,0
11,22,2,1,10,2,2,23,3,3,1,2156.29,3,1160.95,unknown_female23.jpg,0
11,22,2,1,11,1,1,13,3,3,1,1738.72,4,336.84,unknown_male13.jpg,0
11,22,2,1,12,1,1,19,2,2,1,2516.85,4,266.13,unknown_male19.jpg,0
11,22,2,1,13,2,2,10,1,1,1,1808.96,3,2332.28,unknown_female10.jpg,0
11,22,2,1,14,1,2,4,1,1,1,1548.33,4,194.23,unknown_female04.jpg,0
11,22,2,1,15,2,1,7,2,3,2,3219.76,3,2275.74,unknown_male07.jpg,0
11,22,2,1,16,1,1,8,2,1,2,22982.67,2,1179.52,unknown_male08.jpg,0
11,22,2,1,17,1,2,8,2,3,2,4387.84,3,386.79,unknown_female08.jpg,0
11,22,2,1,18,1,1,3,2,2,1,6612.71,2,590.68,unknown_male03.jpg,0
11,22,2,1,19,2,2,7,4,3,2,7296.21,1,85.53,unknown_female07.jpg,0
11,22,2,1,20,2,1,12,1,1,1,5364.02,4,354.44,unknown_male12.jpg,0
11,22,2,1,21,2,2,20,3,2,2,3981.79,1,886.32,unknown_female20.jpg,0
11,22,2,1,22,1,1,23,1,3,2,3363.1,3,405.55,unknown_male23.jpg,0
11,22,2,1,23,1,1,21,3,4,2,4182.73,4,318.79,unknown_male21.jpg,0
11,22,2,1,24,1,2,12,4,4,1,2235.47,4,844.63,unknown_female12.jpg,0
11,22,2,1,25,2,1,16,2,2,1,2650.91,3,378.66,unknown_male16.jpg,0
11,22,2,1,26,2,1,9,3,3,1,2844.6,1,340.62,unknown_male09.jpg,0
11,22,2,1,27,2,2,11,2,3,2,4088.6,3,852.12,unknown_female11.jpg,0
11,22,2,1,28,1,1,17,3,3,1,1386.47,4,239.29,unknown_male17.jpg,0
11,22,2,1,29,1,1,6,1,3,2,3247.46,3,158.71,unknown_male06.jpg,0
11,22,2,1,30,2,1,1,1,4,2,1226.42,1,286.23,unknown_male01.jpg,0
11,22,2,1,31,2,2,2,3,1,2,2756.34,3,463.83,unknown_female02.jpg,0
11,22,2,1,32,1,2,21,3,1,2,2982.22,3,688.68,unknown_female21.jpg,0
11,22,2,1,33,2,2,1,2,3,2,1821.95,1,408.63,unknown_female01.jpg,0
11,22,2,1,34,1,2,24,1,1,1,4657.83,2,1029.62,unknown_female24.jpg,0
11,22,2,1,35,1,2,14,3,3,1,4236.25,4,505.54,unknown_female14.jpg,0
11,22,2,1,36,2,1,5,4,3,2,4174.55,3,1310.7,unknown_male05.jpg,0
11,22,2,1,37,1,1,15,1,2,2,3226.09,3,690.07,unknown_male15.jpg,0
11,22,2,1,38,1,2,17,4,4,1,1583.33,4,1147.75,unknown_female17.jpg,0
11,22,2,1,39,2,1,11,2,3,2,3037.51,1,469.12,unknown_male11.jpg,0
11,22,2,1,40,1,1,2,4,2,2,24219.53,3,356.61,unknown_male02.jpg,0
11,22,2,1,41,2,2,3,1,1,1,2663.92,2,295.61,unknown_female03.jpg,0
11,22,2,1,42,1,2,19,2,2,1,2173.01,4,528.97,unknown_female19.jpg,0
11,22,2,1,43,1,2,6,3,1,2,2716.53,4,929.49,unknown_female06.jpg,0
11,22,2,1,44,1,2,22,4,4,1,5028.32,4,312.77,unknown_female22.jpg,0
11,22,2,1,45,2,2,5,1,1,1,3453.44,4,1747.57,unknown_female05.jpg,0
11,22,2,1,46,1,1,10,4,4,1,2116.09,3,618.24,unknown_male10.jpg,0
11,22,2,1,47,2,1,18,1,4,2,1634.28,2,644.67,unknown_male18.jpg,0
11,22,2,1,48,1,1,22,4,1,2,5699.34,2,707.83,unknown_male22.jpg,0
12,19,1,2,1,2,2,8,3,3,1,6724.74,1,681.88,famous_female08.jpg,0
12,19,1,2,2,2,1,24,2,2,1,2983.21,3,656.98,famous_male24.jpg,0
12,19,1,2,3,2,1,7,1,4,2,4751.66,1,319.32,famous_male07.jpg,0
12,19,1,2,4,2,1,9,4,3,2,7939.99,1,230.7,famous_male09.jpg,0
12,19,1,2,5,2,2,20,4,2,2,1934.91,2,236.66,famous_female20.jpg,0
12,19,1,2,6,1,2,14,4,2,2,2676.88,4,555.85,famous_female14.jpg,0
12,19,1,2,7,1,1,19,3,3,1,1870.77,4,231.33,famous_male19.jpg,0
12,19,1,2,8,1,1,5,4,4,1,1151.53,4,574.14,famous_male05.jpg,0
12,19,1,2,9,2,2,19,2,2,1,1416.3,4,163.84,famous_female19.jpg,0
12,19,1,2,10,2,1,13,2,3,2,1902.73,1,254.01,famous_male13.jpg,0
12,19,1,2,11,1,1,21,1,2,2,2965.46,2,32.55,famous_male21.jpg,0
12,19,1,2,12,1,2,2,3,3,1,3433.15,2,864.66,famous_female02.jpg,0
12,19,1,2,13,1,2,16,2,2,1,3566.29,2,56.3,famous_female16.jpg,0
12,19,1,2,14,1,1,3,1,3,2,1616.12,2,787.14,famous_male03.jpg,0
12,19,1,2,15,2,2,5,3,3,1,1852.3,2,389.54,famous_female05.jpg,0
12,19,1,2,16,2,2,17,1,1,1,1079.43,4,40.9,famous_female17.jpg,0
12,19,1,2,17,1,1,23,4,2,2,2169.46,2,541.41,famous_male23.jpg,0
12,19,1,2,18,1,1,17,2,3,2,2505.06,1,47.04,famous_male17.jpg,0
12,19,1,2,19,1,2,12,4,2,2,1630.92,3,185.34,famous_female12.jpg,0
12,19,1,2,20,1,2,18,2,1,2,3891.53,1,215.51,famous_female18.jpg,0
12,19,1,2,21,1,2,13,2,3,2,4016.35,1,231.54,famous_female13.jpg,0
12,19,1,2,22,1,1,1,2,3,2,2719.7,1,332.57,famous_male01.jpg,0
12,19,1,2,23,1,2,7,1,4,2,1704.57,2,760.11,famous_female07.jpg,0
12,19,1,2,24,2,1,20,3,1,2,2042.65,4,364.2,famous_male20.jpg,0
12,19,1,2,25,2,1,12,2,2,1,1358.82,4,381.04,famous_male12.jpg,0
12,19,1,2,26,2,2,1,4,4,1,958.95,4,1261.94,famous_female01.jpg,0
12,19,1,2,27,2,2,3,1,1,1,1203.45,4,520.05,famous_female03.jpg,0
12,19,1,2,28,1,2,15,3,3,1,3364.33,4,366.66,famous_female15.jpg,0
12,19,1,2,29,2,2,9,3,3,1,1953.27,2,670.38,famous_female09.jpg,0
12,19,1,2,30,1,2,11,1,1,1,1900.31,1,411.51,famous_female11.jpg,0
12,19,1,2,31,2,2,23,4,2,2,1803.99,1,295.36,famous_female23.jpg,0
12,19,1,2,32,2,1,6,1,1,1,1228.79,4,359.88,famous_male06.jpg,0
12,19,1,2,33,2,1,15,3,3,1,1483.14,1,379.83,famous_male15.jpg,0
12,19,1,2,34,2,2,6,1,3,2,2989.73,1,487.47,famous_female06.jpg,0
12,19,1,2,35,2,1,14,4,3,2,11157.1,1,288.97,famous_male14.jpg,0
12,19,1,2,36,1,1,8,4,2,2,2871.08,2,437.69,famous_male08.jpg,0
12,19,1,2,37,2,1,18,1,4,2,1725.49,1,332.33,famous_male18.jpg,0
12,19,1,2,38,2,2,21,2,4,2,1408.33,2,572.46,famous_female21.jpg,0
12,19,1,2,39,1,1,2,3,2,2,1446.66,1,920.72,famous_male02.jpg,0
12,19,1,2,40,2,1,10,3,3,1,1828.24,2,190.9,famous_male10.jpg,0
12,19,1,2,41,1,1,11,3,3,1,3017.24,2,321.51,famous_male11.jpg,0
12,19,1,2,42,2,1,4,4,2,2,4270.26,1,434.09,famous_male04.jpg,0
12,19,1,2,43,2,2,22,2,3,2,1937.84,1,399.74,famous_female22.jpg,0
12,19,1,2,44,1,2,4,1,3,2,1488.86,1,257.58,famous_female04.jpg,0
12,19,1,2,45,1,1,22,2,2,1,2649.02,2,792.69,famous_male22.jpg,0
12,19,1,2,46,1,2,10,3,1,2,1505.8,1,49.74,famous_female10.jpg,0
12,19,1,2,47,1,1,16,1,3,2,1073.65,2,355.76,famous_male16.jpg,0
12,19,1,2,48,1,2,24,4,1,2,1687.07,1,231.38,famous_female24.jpg,0
13,25,2,1,1,1,1,20,2,4,2,3646.08,3,3308.58,unknown_male20.jpg,0
13,25,2,1,2,2,2,21,4,4,1,2196.16,3,1175.47,unknown_female21.jpg,0
13,25,2,1,3,1,2,19,1,3,2,2848.46,3,1736.42,unknown_female19.jpg,0
13,25,2,1,4,2,1,4,1,1,1,4337.73,1,1010.83,unknown_male04.jpg,0
13,25,2,1,5,2,1,19,1,2,2,6538.17,1,798.93,unknown_male19.jpg,0
13,25,2,1,6,1,2,3,2,3,2,3167.39,2,6473.37,unknown_female03.jpg,0
13,25,2,1,7,1,1,12,4,4,1,3268.81,4,1514.62,unknown_male12.jpg,0
13,25,2,1,8,2,2,6,1,2,2,8428.99,1,2978.76,unknown_female06.jpg,0
13,25,2,1,9,1,2,12,2,4,2,16744.31,3,3673.9,unknown_female12.jpg,0
13,25,2,1,10,2,1,6,3,3,1,2786.08,2,1972.24,unknown_male06.jpg,0
13,25,2,1,11,2,1,10,3,1,2,11147.69,1,1240.23,unknown_male10.jpg,0
13,25,2,1,12,2,2,17,1,3,2,14966.44,2,458.84,unknown_female17.jpg,0
13,25,2,1,13,2,2,20,2,2,1,4561.9,2,657.94,unknown_female20.jpg,0
13,25,2,1,14,2,1,15,4,4,1,6576.67,2,3564.04,unknown_male15.jpg,0
13,25,2,1,15,1,1,16,4,4,1,3457.13,3,1911.26,unknown_male16.jpg,0
13,25,2,1,16,2,2,22,1,3,2,2977.51,2,2131.95,unknown_female22.jpg,0
13,25,2,1,17,2,1,7,3,1,2,5676.39,1,1325.59,unknown_male07.jpg,0
13,25,2,1,18,1,2,2,3,3,1,6192.35,2,2051.81,unknown_female02.jpg,0
13,25,2,1,19,2,1,23,1,2,2,3487.81,1,812.53,unknown_male23.jpg,0
13,25,2,1,20,1,2,18,2,2,1,3316.99,3,1280.77,unknown_female18.jpg,0
13,25,2,1,21,1,1,1,3,3,1,1180.85,3,1314.05,unknown_male01.jpg,0
13,25,2,1,22,1,1,2,2,4,2,2276.79,3,1324.6,unknown_male02.jpg,0
13,25,2,1,23,1,1,13,3,3,1,11359.35,2,970.77,unknown_male13.jpg,0
13,25,2,1,24,2,1,18,4,3,2,15988.16,1,1645.98,unknown_male18.jpg,0
13,25,2,1,25,1,1,11,2,3,2,6555.39,3,3903.54,unknown_male11.jpg,0
13,25,2,1,26,1,1,21,3,2,2,6605.93,1,696.61,unknown_male21.jpg,0
13,25,2,1,27,1,2,4,1,3,2,22653.26,2,1160.03,unknown_female04.jpg,0
13,25,2,1,28,2,2,13,4,2,2,9369.82,1,552.41,unknown_female13.jpg,0
13,25,2,1,29,1,2,11,4,2,2,6155.27,2,848.19,unknown_female11.jpg,0
13,25,2,1,30,2,2,1,4,1,2,1894.53,1,366.38,unknown_female01.jpg,0
13,25,2,1,31,2,1,14,2,3,2,4177,2,1441.05,unknown_male14.jpg,0
13,25,2,1,32,2,1,17,2,1,2,9342.92,1,838.95,unknown_male17.jpg,0
13,25,2,1,33,2,2,10,3,2,2,3934.01,1,247.83,unknown_female10.jpg,0
13,25,2,1,34,1,1,8,4,2,2,11175.29,3,162.46,unknown_male08.jpg,0
13,25,2,1,35,1,2,7,4,4,1,8365.46,3,974.06,unknown_female07.jpg,0
13,25,2,1,36,1,1,5,1,3,2,1447.48,3,377.5,unknown_male05.jpg,0
13,25,2,1,37,1,1,22,1,1,1,1804.05,2,1327.52,unknown_male22.jpg,0
13,25,2,1,38,2,2,5,3,1,2,6722.22,1,136.08,unknown_female05.jpg,0
13,25,2,1,39,1,2,16,3,3,1,2236.4,3,1973.57,unknown_female16.jpg,0
13,25,2,1,40,1,2,23,4,3,2,7413.06,3,717.52,unknown_female23.jpg,0
13,25,2,1,41,1,2,8,3,3,1,2609.43,2,3635.29,unknown_female08.jpg,0
13,25,2,1,42,2,1,3,2,2,1,17164.79,1,476.9,unknown_male03.jpg,0
13,25,2,1,43,2,2,15,2,1,2,3467.26,1,104.83,unknown_female15.jpg,0
13,25,2,1,44,2,2,9,3,3,1,1214.59,2,882.35,unknown_female09.jpg,0
13,25,2,1,45,1,1,24,1,1,1,9295.3,3,1672.75,unknown_male24.jpg,0
13,25,2,1,46,1,2,24,1,2,2,4828.82,3,737.59,unknown_female24.jpg,0
13,25,2,1,47,2,2,14,2,2,1,1132.76,3,2364.21,unknown_female14.jpg,0
13,25,2,1,48,2,1,9,4,1,2,4963.49,1,114.75,unknown_male09.jpg,0
14,22,2,2,1,2,1,12,3,3,1,6179.86,2,1992.02,famous_male12.jpg,0
14,22,2,2,2,2,1,1,2,2,1,1806.75,4,1002.16,famous_male01.jpg,0
14,22,2,2,3,1,1,15,4,4,1,4610.23,3,1104.09,famous_male15.jpg,0
14,22,2,2,4,1,1,21,2,2,1,1595.96,3,2807.72,famous_male21.jpg,0
14,22,2,2,5,2,2,2,4,4,1,1268.21,4,469.93,famous_female02.jpg,0
14,22,2,2,6,2,2,7,3,3,1,1268.29,4,294.12,famous_female07.jpg,0
14,22,2,2,7,2,2,19,3,3,1,1100.19,4,100.89,famous_female19.jpg,0
14,22,2,2,8,2,2,9,2,2,1,2370.67,3,390.26,famous_female09.jpg,0
14,22,2,2,9,1,1,16,3,3,1,976.1,4,110.47,famous_male16.jpg,0
14,22,2,2,10,2,2,12,2,2,1,859.56,4,166.73,famous_female12.jpg,0
14,22,2,2,11,2,1,6,1,1,1,2617.78,1,42.85,famous_male06.jpg,0
14,22,2,2,12,2,2,4,3,3,1,1171.38,4,57.36,famous_female04.jpg,0
14,22,2,2,13,1,2,8,3,3,1,793.27,4,63.24,famous_female08.jpg,0
14,22,2,2,14,1,2,18,3,4,2,1334.44,3,285.39,famous_female18.jpg,0
14,22,2,2,15,1,1,19,3,3,1,2427.47,4,92.95,famous_male19.jpg,0
14,22,2,2,16,1,1,22,2,1,2,3779.38,2,100.29,famous_male22.jpg,0
14,22,2,2,17,1,1,17,3,1,2,2842.09,2,978.1,famous_male17.jpg,0
14,22,2,2,18,1,1,8,1,1,1,2939.54,2,247.4,famous_male08.jpg,0
14,22,2,2,19,2,1,5,2,2,1,886.84,4,1088.69,famous_male05.jpg,0
14,22,2,2,20,2,1,10,3,3,1,3557.21,3,119.12,famous_male10.jpg,0
14,22,2,2,21,1,1,7,4,2,2,2204.15,1,46.78,famous_male07.jpg,0
14,22,2,2,22,2,2,1,1,1,1,4366.72,1,71.04,famous_female01.jpg,0
14,22,2,2,23,1,1,14,1,1,1,11222.24,3,575.25,famous_male14.jpg,0
14,22,2,2,24,1,1,2,4,2,2,1145.42,1,272.1,famous_male02.jpg,0
14,22,2,2,25,1,1,20,2,3,2,1870.9,1,167.47,famous_male20.jpg,0
14,22,2,2,26,2,1,18,4,3,2,1402.42,1,118.58,famous_male18.jpg,0
14,22,2,2,27,1,2,22,1,1,1,3091.67,1,129.28,famous_female22.jpg,0
14,22,2,2,28,2,2,6,1,1,1,1205.57,4,386.09,famous_female06.jpg,0
14,22,2,2,29,1,1,4,1,2,2,1332.02,2,818.99,famous_male04.jpg,0
14,22,2,2,30,2,1,13,3,3,1,1274.26,3,324.47,famous_male13.jpg,0
14,22,2,2,31,1,2,13,2,2,1,1025.09,4,1573.28,famous_female13.jpg,0
14,22,2,2,32,1,2,24,1,2,2,2229.57,1,807.53,famous_female24.jpg,0
14,22,2,2,33,1,2,21,4,4,1,2223.81,3,353.74,famous_female21.jpg,0
14,22,2,2,34,2,2,5,4,3,2,1341.04,1,379.97,famous_female05.jpg,0
14,22,2,2,35,2,1,3,4,4,1,1173.92,4,267.79,famous_male03.jpg,0
14,22,2,2,36,1,2,20,4,4,1,2906.6,2,223.82,famous_female20.jpg,0
14,22,2,2,37,1,2,14,2,3,2,944.7,1,232.4,famous_female14.jpg,0
14,22,2,2,38,2,2,16,4,3,2,3456.6,3,262.8,famous_female16.jpg,0
14,22,2,2,39,1,2,3,2,2,1,1525.49,4,252.78,famous_female03.jpg,0
14,22,2,2,40,2,1,11,4,4,1,820.27,4,456.93,famous_male11.jpg,0
14,22,2,2,41,1,2,23,4,2,2,4343.99,2,433.06,famous_female23.jpg,0
14,22,2,2,42,2,1,24,1,1,1,1920.89,1,47.33,famous_male24.jpg,0
14,22,2,2,43,2,1,23,1,4,2,2799.22,1,96.62,famous_male23.jpg,0
14,22,2,2,44,2,1,9,2,2,1,966.41,4,884.71,famous_male09.jpg,0
14,22,2,2,45,2,2,10,1,3,2,2473.65,2,145.1,famous_female10.jpg,0
14,22,2,2,46,1,2,11,3,1,2,7196.73,1,62.25,famous_female11.jpg,0
14,22,2,2,47,2,2,17,2,2,1,1285.39,2,262.46,famous_female17.jpg,0
14,22,2,2,48,1,2,15,1,3,2,1149.19,1,131.95,famous_female15.jpg,0
15,25,2,1, 1,1,1,14,4,4,1,8523.61,4,1301.96,unknown_male14.jpg,0
15,25,2,1, 2,2,1,23,1,3,2,4441.42,3,3926.29,unknown_male23.jpg,0
15,25,2,1, 3,1,2,22,2,2,1,7179.99,4,694.22,unknown_female22.jpg,0
15,25,2,1, 4,1,1, 8,2,3,2,4987.55,3,3009.32,unknown_male08.jpg,0
15,25,2,1, 5,2,2,12,4,2,2,15997.51,1,646.53,unknown_female12.jpg,0
15,25,2,1, 6,1,2,19,3,4,2,22461.26,2,247.78,unknown_female19.jpg,0
15,25,2,1, 7,2,2,13,3,3,1,7743.25,2,425.70,unknown_female13.jpg,0
15,25,2,1, 8,2,1, 2,3,4,2,9706.14,3,2266.84,unknown_male02.jpg,0
15,25,2,1, 9,2,2, 3,2,2,1,4805.73,2,987.25,unknown_female03.jpg,0
15,25,2,1,10,1,2, 7,4,4,1,5043.93,4,503.70,unknown_female07.jpg,0
15,25,2,1,11,1,1,17,2,2,1,6236.66,2,78.79,unknown_male17.jpg,0
15,25,2,1,12,1,2,21,1,2,2,3093.28,2,746.80,unknown_female21.jpg,0
15,25,2,1,13,1,2,15,1,1,1,8461.30,3,449.70,unknown_female15.jpg,0
15,25,2,1,14,1,2,18,3,2,2,8664.79,2,92.80,unknown_female18.jpg,0
15,25,2,1,15,2,1,16,4,3,2,5971.26,1,327.87,unknown_male16.jpg,0
15,25,2,1,16,2,1,24,3,2,2,3227.88,1,27.79,unknown_male24.jpg,0
15,25,2,1,17,1,2, 2,2,1,2,3812.38,4,827.86,unknown_female02.jpg,0
15,25,2,1,18,2,2,11,4,4,1,3371.50,4,277.19,unknown_female11.jpg,0
15,25,2,1,19,1,2,17,4,4,1,7947.94,3,254.06,unknown_female17.jpg,0
15,25,2,1,20,1,1,18,2,2,1,2149.56,4,74.22,unknown_male18.jpg,0
15,25,2,1,21,2,2,24,2,3,2,4025.45,1,79.77,unknown_female24.jpg,0
15,25,2,1,22,2,1, 3,4,4,1,3766.28,4,519.81,unknown_male03.jpg,0
15,25,2,1,23,1,1,21,4,1,2,7316.10,2,128.75,unknown_male21.jpg,0
15,25,2,1,24,2,2,10,4,4,1,5805.16,4,64.70,unknown_female10.jpg,0
15,25,2,1,25,2,1, 4,2,2,1,15631.55,1,96.34,unknown_male04.jpg,0
15,25,2,1,26,2,2, 6,1,1,1,3014.14,4,159.21,unknown_female06.jpg,0
15,25,2,1,27,1,2,20,3,2,2,4178.85,2,314.90,unknown_female20.jpg,0
15,25,2,1,28,1,1,10,1,1,1,4039.63,2,205.27,unknown_male10.jpg,0
15,25,2,1,29,2,2, 5,3,3,1,2654.88,4,1006.56,unknown_female05.jpg,0
15,25,2,1,30,1,1,15,1,3,2,6838.61,2,47.50,unknown_male15.jpg,0
15,25,2,1,31,1,2, 4,4,1,2,5431.40,1,171.02,unknown_female04.jpg,0
15,25,2,1,32,2,2, 9,1,1,1,3718.03,4,1321.02,unknown_female09.jpg,0
15,25,2,1,33,2,1,22,1,1,1,3139.73,4,143.13,unknown_male22.jpg,0
15,25,2,1,34,2,1,13,4,4,1,4571.55,3,810.82,unknown_male13.jpg,0
15,25,2,1,35,1,1,12,4,4,1,2267.23,4,195.03,unknown_male12.jpg,0
15,25,2,1,36,1,1,11,1,2,2,4764.64,2,1516.22,unknown_male11.jpg,0
15,25,2,1,37,2,2,16,1,1,1,5134.57,2,1134.81,unknown_female16.jpg,0
15,25,2,1,38,2,2, 8,2,2,1,10209.26,1,164.92,unknown_female08.jpg,0
15,25,2,1,39,1,1, 6,3,1,2,2031.89,2,57.55,unknown_male06.jpg,0
15,25,2,1,40,1,1,20,3,3,1,3041.31,2,1577.01,unknown_male20.jpg,0
15,25,2,1,41,1,2, 1,1,1,1,4305.27,2,331.79,unknown_female01.jpg,0
15,25,2,1,42,2,1, 7,2,2,1,3167.71,1,145.75,unknown_male07.jpg,0
15,25,2,1,43,1,2,14,2,2,1,3413.39,1,277.69,unknown_female14.jpg,0
15,25,2,1,44,1,1,19,3,3,1,16956.51,1,141.77,unknown_male19.jpg,0
15,25,2,1,45,2,1, 1,2,2,1,3570.09,1,787.34,unknown_male01.jpg,0
15,25,2,1,46,2,1, 9,3,2,2,3428.45,1,43.98,unknown_male09.jpg,0
15,25,2,1,47,2,1, 5,1,1,1,6908.52,1,33.99,unknown_male05.jpg,0
15,25,2,1,48,2,2,23,3,1,2,2626.57,1,547.65,unknown_female23.jpg,0
16,25,2,2, 1,2,1,15,3,3,1,4195.32,4,1114.75,famous_male15.jpg,0
16,25,2,2, 2,1,2, 8,3,3,1,10853.89,1,918.29,famous_female08.jpg,0
16,25,2,2, 3,1,2,22,2,2,1,2249.85,3,3178.30,famous_female22.jpg,0
16,25,2,2, 4,1,1,21,4,3,2,2087.46,3,270.98,famous_male21.jpg,0
